Price,Details,Address,features,Area,Bedrooms,House_type
25000,2 BHK Independent House,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,1200.0,2,Independent
28000,3 BHK Independent House,"Kukatpally, Hyderabad",Semi Furnished,2200.0,3,Independent
25000,3 BHK Independent House,"Kukatpally, Hyderabad",Semi Furnished,2000.0,3,Independent
20000,2 BHK Independent Floor,"IDPL HOUSING  SOCIETY, Kukatpally, Hyderabad",Semi Furnished,1600.0,2,Independent
19000,2 BHK Independent Floor,"IDPL HOUSING  SOCIETY, Kukatpally, Hyderabad",Semi Furnished,1600.0,2,Independent
25000,3 BHK Apartment,"Kukatpally, Hyderabad",Semi Furnished,1600.0,3,Apartment
8000,1 BHK Independent Floor,"Kukatpally, Hyderabad",Unfurnished,600.0,1,Independent
27000,3 BHK Independent House,"Kukatpally, Hyderabad",Semi Furnished,2200.0,3,Independent
25000,2 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Fully Furnished,1000.0,2,Apartment
7500,4 BHK Apartment,"Mahindra Ashvita, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Fully Furnished,2200.0,4,Apartment
25000,3 BHK Independent House," Chigurupatis, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,1100.0,3,Independent
6900,3 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Fully Furnished,1400.0,3,Apartment
42000,3 BHK Apartment,"3 BHK Semi Furnished Flat for rent in Kukatpally, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1750.0,3,Apartment
15000,2 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1200.0,2,Apartment
9000,1 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,600.0,1,Apartment
23000,2 BHK Apartment,"Lake Shore Residency, Vivek Nagar, Kukatpally, Hyderabad",Fully Furnished,1050.0,2,Apartment
13000,2 BHK Independent House,"Kukatpally, Hyderabad",Unfurnished,1050.0,2,Independent
40000,3 BHK Apartment,"Incor OneCity, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Fully Furnished,1780.0,3,Apartment
25000,3 BHK Apartment,"SMR Fainhead, Vasantha Nagar, Hyder Nagar, Hyderabad",Unfurnished,1925.0,3,Apartment
20000,2 BHK Independent Floor,"Vasantha Nagar, Vasantha Nagar, Hyder Nagar, Hyderabad",Semi Furnished,1350.0,2,Independent
17000,2 BHK Apartment,"Vasantha Nagar, Hyder Nagar, Hyderabad",Unfurnished,1200.0,2,Apartment
20000,2 BHK Independent House,"Vasantha Nagar, Hyder Nagar, Hyderabad",Semi Furnished,1050.0,2,Independent
20000,2 BHK Apartment,"Vasantha Nagar, Hyder Nagar, Hyderabad",Unfurnished,1050.0,2,Apartment
20000,3 BHK Apartment,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Semi Furnished,400.0,3,Apartment
17000,3 BHK Apartment,"Nagarjuna Homes, Kukatpally, Hyderabad",Semi Furnished,1150.0,3,Apartment
5200,1 RK Apartment,"Erla Fortuna 347 gokul plots, Vasantha Nagar, Hyder Nagar, Hyderabad",Unfurnished,300.0,1,Apartment
13000,1 BHK Independent House,"Kukatpally, Hyderabad",Unfurnished,1100.0,1,Independent
17000,2 BHK Apartment,"Vasantha Nagar, Hyder Nagar, Hyderabad",Semi Furnished,1150.0,2,Apartment
15000,1 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Fully Furnished,1500.0,1,Apartment
27000,3 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1650.0,3,Apartment
11000,1 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,2250.0,1,Apartment
99000,4 BHK Independent House,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Fully Furnished,5500.0,4,Independent
20000,2 BHK Apartment,"Vagwi serene, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1200.0,2,Apartment
30000,3 BHK Apartment,"Akhila Exotica, Vasantha Nagar, Hyder Nagar, Hyderabad",Fully Furnished,1980.0,3,Apartment
8000,1 BHK Apartment,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,1000.0,1,Apartment
8000,1 BHK Apartment,"Sharada reddappa nilayam, Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,1000.0,1,Apartment
11000,2 BHK Apartment,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,750.0,2,Apartment
15000,2 BHK Independent Floor,"Vasantha Nagar, Hyder Nagar, Hyderabad",Semi Furnished,900.0,2,Independent
15000,2 BHK Apartment,"Vasantha Nagar, Hyder Nagar, Hyderabad",Semi Furnished,800.0,2,Apartment
20000,2 BHK Apartment,"Brindavan Colony, Nizampet, Hyderabad",Semi Furnished,1400.0,2,Apartment
13500,3 BHK Apartment,"sr builders waterside, Chenchu Guda, Kukatpally, Hyderabad",Semi Furnished,1342.0,3,Apartment
16000,2 BHK Apartment,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Semi Furnished,1122.0,2,Apartment
14500,2 BHK Apartment,"Venatshwara Tower, Brindavan Colony, Hyder Nagar, Hyderabad",Semi Furnished,1050.0,2,Apartment
200000,10 BHK Apartment,"Bhaskara hights , Sangeet Nagar, Kukatpally, Hyderabad",Semi Furnished,10000.0,10,Apartment
15000,2 BHK Apartment,"Bagath Singh Nagar Phase 2, Kukatpally, Hyderabad",Unfurnished,1600.0,2,Apartment
22000,1 BHK Apartment,"Madhavaram Colony, Kamalaprasad Nagar, Hyderabad",Unfurnished,1550.0,1,Apartment
12500,2 BHK Independent House,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,900.0,2,Independent
15000,2 BHK Apartment,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,1100.0,2,Apartment
11500,1 BHK Apartment,"Yogitha Towers, Madhavaram Colony, Kamalaprasad Nagar, Hyderabad",Semi Furnished,750.0,1,Apartment
17000,2 BHK Apartment,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,1100.0,2,Apartment
31000,2 BHK Apartment,"Vertex Prime, Nagarjuna Homes, Kukatpally, Hyderabad",Fully Furnished,1480.0,2,Apartment
11000,2 BHK Independent House,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,750.0,2,Independent
135000,4 BHK Apartment,"Lodha Bellezza, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Fully Furnished,4761.0,4,Apartment
120000,4 BHK Apartment,"Lodha Bellezza, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,4970.0,4,Apartment
11000,1 BHK Independent Floor,"Sangeet Nagar, Kukatpally, Hyderabad",Semi Furnished,500.0,1,Independent
70000,3 BHK Villa,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Fully Furnished,4100.0,3,Villa
15000,2 BHK Apartment,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,1100.0,2,Apartment
14000,2 BHK Apartment,"Smartlinesystems, RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,1100.0,2,Apartment
8000,1 BHK Apartment,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,700.0,1,Apartment
22000,3 BHK Apartment,"CBCID COLONY, RamNaresh Nagar, Hyder Nagar, Hyderabad",Semi Furnished,1500.0,3,Apartment
9500,1 BHK Apartment,"Buddha's Vertex Classic, RamNaresh Nagar, Hyder Nagar, Hyderabad",Semi Furnished,327.0,1,Apartment
175000,4 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,4700.0,4,Apartment
42100,3 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1550.0,3,Apartment
36850,2 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1200.0,2,Apartment
20000,2 BHK Apartment,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Fully Furnished,980.0,2,Apartment
23500,3 BHK Independent House,"Bagath Singh Nagar Phase 2, Kukatpally, Hyderabad",Unfurnished,1250.0,3,Independent
14800,2 BHK Apartment,"Salivahana Colony, Hafeezpet, Hyderabad",Unfurnished,1100.0,2,Apartment
8000,1 BHK Apartment,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,155.0,1,Apartment
6500,1 BHK Independent Floor,"RentHouse, Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,500.0,1,Independent
9500,1 BHK Independent Floor,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Fully Furnished,600.0,1,Independent
7500,1 BHK Independent House,"Kukatpally, Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,1100.0,1,Independent
11000,1 BHK Independent Floor,"Sangeet Nagar, Kukatpally, Hyderabad",Unfurnished,500.0,1,Independent
8000,1 BHK Independent House,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,800.0,1,Independent
32000,3 BHK Apartment,"Indu Annexe Project Plot, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1744.0,3,Apartment
25000,1 BHK Independent Floor,"Paparayadu Nagar, Kukatpally, Hyderabad",Unfurnished,1800.0,1,Independent
30000,3 BHK Apartment,"Emami Swanlake, Habeeb Nagar, Moosapet, Hyderabad",Semi Furnished,1549.0,3,Apartment
30000,3 BHK Apartment,"Brindavan Colony, Nizampet, Hyderabad",Fully Furnished,1832.0,3,Apartment
21000,2 BHK Apartment,"Swanlake, Habeeb Nagar, Moosapet, Hyderabad",Semi Furnished,1133.0,2,Apartment
21000,2 BHK Apartment,"Emami Swanlake, Habeeb Nagar, Moosapet, Hyderabad",Semi Furnished,1133.0,2,Apartment
27000,3 BHK Apartment,"Emami Swanlake, Habeeb Nagar, Moosapet, Hyderabad",Semi Furnished,1378.0,3,Apartment
16000,2 BHK Apartment,"sudhamshu residency paparaydu nagar kukatpally, Paparayadu Nagar, Kukatpally, Hyderabad",Semi Furnished,1050.0,2,Apartment
20000,3 BHK Villa,"Sangeet Nagar, Kukatpally, Hyderabad",Semi Furnished,1500.0,3,Villa
12000,2 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,580.0,2,Apartment
18500,3 BHK Apartment,"Sangeet Nagar, Kukatpally, Hyderabad",Semi Furnished,1270.0,3,Apartment
9500,1 BHK Independent House,"20001, RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,600.0,1,Independent
26000,3 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,2300.0,3,Apartment
7500,1 BHK Independent House,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,400.0,1,Independent
15000,2 BHK Independent House,"flat 1098 baght sing nagar phase 2 hydernagar hyderabad 85, Alluri Seetaramaraju Nagar, Hyder Nagar, Hyderabad",Semi Furnished,950.0,2,Independent
22500,2 BHK Apartment,"NSK Exotica, Sangeet Nagar, Kukatpally, Hyderabad",Fully Furnished,1090.0,2,Apartment
12500,2 BHK Independent House,"Nizampet, Hyderabad",Unfurnished,800.0,2,Independent
14000,2 BHK Independent House,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,1000.0,2,Independent
20000,2 BHK Apartment,"Maheshwari Towers, Nizampet, Hyderabad",Fully Furnished,1050.0,2,Apartment
8000,1 BHK Independent House,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,400.0,1,Independent
26500,3 BHK Apartment,"Salivahana Colony, Hafeezpet, Hyderabad",Unfurnished,1300.0,3,Apartment
23000,3 BHK Apartment,"Swetha Sri Apartment, Alluri Seetaramaraju Nagar, Hyder Nagar, Hyderabad",Semi Furnished,1580.0,3,Apartment
9500,1 BHK Apartment,"Nizampet, Hyderabad",Unfurnished,650.0,1,Apartment
6000,1 BHK Independent House,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,350.0,1,Independent
17000,2 BHK Apartment,"Alluri Seetaramaraju Nagar, Hyder Nagar, Hyderabad",Fully Furnished,950.0,2,Apartment
8000,1 BHK Independent House,"Ram Naresh Colony, Nizampet, Hyderabad",Unfurnished,700.0,1,Independent
15000,2 BHK Apartment,"Ram Naresh Colony, Nizampet, Hyderabad",Unfurnished,1200.0,2,Apartment
9000,1 BHK Independent House,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,500.0,1,Independent
65000,4 BHK Independent House,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,3600.0,4,Independent
20000,2 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1250.0,2,Apartment
10000,1 BHK Independent Floor,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,650.0,1,Independent
33000,3 BHK Apartment,"Prajay Megapolis, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1501.0,3,Apartment
26000,3 BHK Apartment,"Megapolis, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1215.0,3,Apartment
30000,3 BHK Apartment,"Megapolis, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1695.0,3,Apartment
25000,3 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1300.0,3,Apartment
32000,3 BHK Apartment,"Cybercity Rainbow Vistas, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,2000.0,3,Apartment
70000,4 BHK Villa,"Indu Fortune Fields Villas, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,3600.0,4,Villa
50000,4 BHK Villa,"Indu Fortune Fields Villas, Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,3000.0,4,Villa
20500,3 BHK Apartment,"Nizampet, Hyderabad",Semi Furnished,1700.0,3,Apartment
5000,1 RK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Unfurnished,400.0,1,Apartment
12500,2 BHK Independent Floor,"Alluri Seetaramaraju Nagar, Hyder Nagar, Hyderabad",Unfurnished,1000.0,2,Independent
17000,2 BHK Apartment,"cbcid colony, Alluri Seetaramaraju Nagar, Hyder Nagar, Hyderabad",Semi Furnished,1200.0,2,Apartment
8000,1 BHK Apartment,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,550.0,1,Apartment
31600,3 BHK Apartment,"Kukatpally Housing Board Colony, Kukatpally, Hyderabad",Semi Furnished,1800.0,3,Apartment
10000,1 BHK Independent Floor,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,300.0,1,Independent
15000,2 BHK Independent Floor,"Allwyn Colony, Jagadgiri Gutta, Hyderabad",Unfurnished,600.0,2,Independent
18000,2 BHK Apartment,"Venkata Ramana Colony, Kukatpally, Hyderabad",Semi Furnished,1250.0,2,Apartment
22400,3 BHK Apartment,"Salivahana Colony, Hafeezpet, Hyderabad",Semi Furnished,1300.0,3,Apartment
22300,3 BHK Independent House,"Venkata Ramana Colony, Kukatpally, Hyderabad",Semi Furnished,1500.0,3,Independent
8000,1 BHK Apartment,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,450.0,1,Apartment
7500,1 BHK Apartment,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,450.0,1,Apartment
15000,2 BHK Independent House,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Semi Furnished,1000.0,2,Independent
13350,1 BHK Apartment,"Kukatpally, Hyderabad",Unfurnished,300.0,1,Apartment
28000,3 BHK Apartment,"Kukatpally, Hyderabad",Unfurnished,1800.0,3,Apartment
19000,2 BHK Apartment,"Kukatpally, Hyderabad",Unfurnished,1000.0,2,Apartment
30000,3 BHK Apartment,"Nizampet, Hyderabad",Fully Furnished,1400.0,3,Apartment
8500,1 RK Independent House,"Venkata Ramana Colony, Kukatpally, Hyderabad",Semi Furnished,350.0,1,Independent
9000,2 BHK Independent Floor,"Kandri Gutta, Jagadgiri Gutta, Hyderabad",Unfurnished,540.0,2,Independent
15700,2 BHK Apartment,"Salivahana Colony, Hafeezpet, Hyderabad",Semi Furnished,350.0,2,Apartment
12000,1 BHK Apartment,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Semi Furnished,900.0,1,Apartment
15000,2 BHK Apartment,"Venkata Ramana Colony, Kukatpally, Hyderabad",Semi Furnished,1100.0,2,Apartment
25300,4 BHK Villa,"Nizampet, Hyderabad",Semi Furnished,2800.0,4,Villa
10000,2 BHK Apartment,"Habeebnagar moosapetHyderabad masjid e nor, Habeeb Nagar, Moosapet, Hyderabad",Semi Furnished,1300.0,2,Apartment
10000,2 BHK Apartment,"Habeebnagar moosapetHyderabad masjid e nor, Habeeb Nagar, Moosapet, Hyderabad",Semi Furnished,280.0,2,Apartment
10500,2 BHK Apartment,"LIG Phase 4, KPHB Phase 15, Kukatpally, Hyderabad",Unfurnished,580.0,2,Apartment
17000,2 BHK Independent Floor,"KPHB Phase 15, Kukatpally, Hyderabad",Unfurnished,700.0,2,Independent
22500,3 BHK Apartment,"Hafeezpet, Hyderabad",Semi Furnished,1400.0,3,Apartment
20000,3 BHK Apartment,"Moosapet, Hyderabad",Semi Furnished,1800.0,3,Apartment
22500,3 BHK Apartment,"Salivahana Colony, Hafeezpet, Hyderabad",Semi Furnished,1500.0,3,Apartment
17800,2 BHK Apartment,"Salivahana Colony, Hafeezpet, Hyderabad",Semi Furnished,1050.0,2,Apartment
32000,3 BHK Apartment,"Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,1580.0,3,Apartment
18000,2 BHK Apartment,"KPHB Phase 15, Kukatpally, Hyderabad",Semi Furnished,1100.0,2,Apartment
35000,2 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Fully Furnished,1500.0,2,Apartment
35000,3 BHK Apartment,"Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,1580.0,3,Apartment
35000,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,1580.0,3,Apartment
50000,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,1865.0,3,Apartment
28000,2 BHK Apartment,"Cybercity Rainbow Vista At Rock Garden Q Block, Sevalal Nagar, Borabanda, Hyderabad",Fully Furnished,1500.0,2,Apartment
45000,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Fully Furnished,1800.0,3,Apartment
35000,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,1900.0,3,Apartment
37500,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Fully Furnished,2160.0,3,Apartment
42895,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,1865.0,3,Apartment
50000,4 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,2695.0,4,Apartment
30000,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,1580.0,3,Apartment
32000,3 BHK Apartment,"Cybercity Rainbow Vistas Rock Garden, Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,2000.0,3,Apartment
15000,3 BHK Apartment,"Panchavati Complex, Pragathi Nagar, Hyderabad",Semi Furnished,1342.0,3,Apartment
14000,2 BHK Apartment,"Auro residency, Pragathi Nagar, Hyderabad",Unfurnished,1100.0,2,Apartment
18000,2 BHK Villa,"Panchavati Complex, Pragathi Nagar, Hyderabad",Semi Furnished,1800.0,2,Villa
13000,2 BHK Apartment,"Swaraj Sri Maruthi Lakeview Apartment, Pragathi Nagar, Hyderabad",Semi Furnished,1000.0,2,Apartment
22000,3 BHK Independent House,"KPHB Phase 15, Kukatpally, Hyderabad",Semi Furnished,1500.0,3,Independent
20000,2 BHK Apartment,"KPHB Phase 15, Kukatpally, Hyderabad",Semi Furnished,1200.0,2,Apartment
16000,3 BHK Apartment,"Panchavati Complex, Pragathi Nagar, Hyderabad",Semi Furnished,1350.0,3,Apartment
14000,2 BHK Independent House,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,1900.0,2,Independent
12000,2 BHK Independent House,"RamNaresh Nagar, Hyder Nagar, Hyderabad",Unfurnished,1900.0,2,Independent
17900,2 BHK Independent House,"Hafeezpet, Hyderabad",Semi Furnished,1200.0,2,Independent
22500,2 BHK Apartment,"Sri Aditya Wiiz Lagoon, Panchavati Complex, Pragathi Nagar, Hyderabad",Fully Furnished,1274.0,2,Apartment
120000,4 BHK Villa,"Hafeezpet, Hyderabad",Fully Furnished,3600.0,4,Villa
23000,3 BHK Apartment,"Nakshatra white , Hafeezpet, Hyderabad",Semi Furnished,1580.0,3,Apartment
7000,1 RK Villa,"gopal nagar society near shiplha, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Villa
17000,3 BHK Apartment,"Panchavati Complex, Pragathi Nagar, Hyderabad",Semi Furnished,1350.0,3,Apartment
23000,3 BHK Apartment,"Hafeezpet, Hyderabad",Semi Furnished,1580.0,3,Apartment
25000,2 BHK Apartment,"Sri Meher Gayatri My Divine Space @ Sri Chaitanyam, Hafeezpet, Hyderabad",Semi Furnished,1200.0,2,Apartment
40000,3 BHK Villa,"Srinivasa Thiru Sankalp, Panchavati Complex, Pragathi Nagar, Hyderabad",Fully Furnished,2800.0,3,Villa
40000,3 BHK Villa,"Srinivasa Thiru Sankalp, Panchavati Complex, Pragathi Nagar, Hyderabad",Fully Furnished,28000.0,3,Villa
15000,2 BHK Apartment,"KPHB Phase 15, Kukatpally, Hyderabad",Semi Furnished,1050.0,2,Apartment
16500,2 BHK Apartment,"Moosapet, Hyderabad",Semi Furnished,1050.0,2,Apartment
16000,2 BHK Apartment,"PADMAJA AVENUE, Moosapet, Hyderabad",Semi Furnished,1000.0,2,Apartment
18000,3 BHK Apartment,"Moosapet, Hyderabad",Fully Furnished,1350.0,3,Apartment
15000,1 BHK Independent House,"Moosapet, Hyderabad",Semi Furnished,1500.0,1,Independent
17000,3 BHK Apartment," Balaji Towers, Panchavati Complex, Pragathi Nagar, Hyderabad",Semi Furnished,1670.0,3,Apartment
16000,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1450.0,3,Apartment
9000,1 BHK Independent House,"Asbestos Colony, Chenna Reddy Nagar, Hyderabad",Semi Furnished,400.0,1,Independent
13000,1 BHK Apartment,"Salivahana Colony, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
14000,2 BHK Apartment,"Raghava residency, Nizampet, Hyderabad",Fully Furnished,1200.0,2,Apartment
18000,3 BHK Apartment,"Nizampet, Hyderabad",Semi Furnished,1450.0,3,Apartment
20000,3 BHK Independent Floor,"Moosapet, Hyderabad",Semi Furnished,1800.0,3,Independent
13000,1 BHK Apartment,"KPHB Phase 15, Kukatpally, Hyderabad",Semi Furnished,750.0,1,Apartment
16000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1050.0,2,Apartment
50000,4 BHK Apartment,"Bikshapathi Nagar, Hafeezpet, Hyderabad",Semi Furnished,2100.0,4,Apartment
16000,3 BHK Apartment,"Megas Fort Apartments, Nizampet, Hyderabad",Semi Furnished,1325.0,3,Apartment
12000,2 BHK Independent House,"Pragathi Nagar, Hyderabad",Semi Furnished,900.0,2,Independent
22000,3 BHK Apartment,"Mithra hills Welfare association, Alluri Seetaramaraju Nagar, Hyder Nagar, Hyderabad",Fully Furnished,1670.0,3,Apartment
17000,3 BHK Apartment,"Megas fort apartments, Nizampet, Hyderabad",Semi Furnished,1335.0,3,Apartment
170000,4 BHK Independent House,"Eswar Esswar Villas, Nizampet, Hyderabad",Fully Furnished,1600.0,4,Independent
30000,3 BHK Villa,"AGI Colony, Moosapet, Hyderabad",Semi Furnished,2625.0,3,Villa
20300,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,1125.0,2,Apartment
13000,2 BHK Apartment,"SreesaSreesahasra Resideny, Nizampet, Hyderabad",Semi Furnished,1100.0,2,Apartment
12500,2 BHK Apartment,"Sri Maruti Lakeview Apartment, Pragathi Nagar, Hyderabad",Semi Furnished,1000.0,2,Apartment
22000,3 BHK Apartment,"Madhura Nagar, Nizampet, Hyderabad",Semi Furnished,1475.0,3,Apartment
15000,2 BHK Apartment,"Sreekrithi Residency, Pragathi Nagar, Hyderabad",Semi Furnished,1120.0,2,Apartment
8000,1 BHK Independent House,"Independent house , Pragathi Nagar, Hyderabad",Semi Furnished,400.0,1,Independent
10000,2 BHK Apartment," Sai Sri Residency Moosapet, AGI Colony, Moosapet, Hyderabad",Semi Furnished,1000.0,2,Apartment
10000,2 BHK Apartment," Sai Sri Residency Moosapet, AGI Colony, Moosapet, Hyderabad",Semi Furnished,280.0,2,Apartment
13000,3 BHK Apartment,"Lucky residency, Nizampet, Hyderabad",Unfurnished,1000.0,3,Apartment
23000,3 BHK Independent House,"Viswambhar spark , Vishwambhar Enclave, Hafeezpet, Hyderabad",Unfurnished,2000.0,3,Independent
30000,3 BHK Apartment,"Bikshapathi Nagar, Hafeezpet, Hyderabad",Semi Furnished,1800.0,3,Apartment
33800,3 BHK Apartment,"Sevalal Nagar, Borabanda, Hyderabad",Semi Furnished,2400.0,3,Apartment
11000,2 BHK Independent House,"Pragathi Nagar, Hyderabad",Semi Furnished,1050.0,2,Independent
25000,2 BHK Apartment,"Trishala The Life, Bikshapathi Nagar, Hafeezpet, Hyderabad",Semi Furnished,1300.0,2,Apartment
14000,2 BHK Apartment,"Alluri Seetaramaraju Nagar, Hyder Nagar, Hyderabad",Fully Furnished,1050.0,2,Apartment
30000,3 BHK Apartment,"Stanch The Sankalp, Bikshapathi Nagar, Hafeezpet, Hyderabad",Semi Furnished,1750.0,3,Apartment
16000,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,1700.0,3,Apartment
23000,3 BHK Independent House,"Vishwambhar Enclave, Hafeezpet, Hyderabad",Semi Furnished,1500.0,3,Independent
43000,5 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,2500.0,5,Apartment
15000,3 BHK Apartment,"om sai, Patel Nagar, Moosapet, Hyderabad",Unfurnished,1250.0,3,Apartment
14000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1050.0,2,Apartment
24300,3 BHK Apartment,"Hafeezpet, Hyderabad",Semi Furnished,1800.0,3,Apartment
27000,3 BHK Apartment,"IDPl Employees Colony, Hafeezpet, Hyderabad",Semi Furnished,1670.0,3,Apartment
15000,3 BHK Apartment,"Mounika paradise, Pragathi Nagar, Hyderabad",Unfurnished,1470.0,3,Apartment
12000,2 BHK Independent House,"Pragathi Nagar, Hyderabad",Unfurnished,1000.0,2,Independent
17000,3 BHK Apartment,"Praati castle, Pragathi Nagar, Hyderabad",Semi Furnished,1570.0,3,Apartment
16000,3 BHK Independent House,"Pragathi Nagar, Hyderabad",Semi Furnished,1500.0,3,Independent
14000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1200.0,2,Apartment
22000,2 BHK Apartment,"Sadguru Nivas, Pragathi Nagar, Hyderabad",Semi Furnished,1200.0,2,Apartment
