Price,Details,Address,features,Area,Bedrooms,House_type
12000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Fully Furnished,800.0,2,Apartment
18000,3 BHK Apartment,"Balaji Denteri Apartmen, Pragathi Nagar, Hyderabad",Semi Furnished,1700.0,3,Apartment
100000,3 BHK Villa,"Pragathi Nagar, Hyderabad",Fully Furnished,3000.0,3,Villa
22000,3 BHK Villa,"raj nivas, Pragathi Nagar, Hyderabad",Semi Furnished,2200.0,3,Villa
14000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1090.0,2,Apartment
16000,3 BHK Apartment,"SHIRI SHAKTI ENCLAVE , Pragathi Nagar, Hyderabad",Fully Furnished,1400.0,3,Apartment
13000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,1045.0,2,Apartment
12000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,900.0,2,Apartment
13000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Fully Furnished,1100.0,2,Apartment
13000,2 BHK Independent House,"Pragathi Nagar, Hyderabad",Unfurnished,1050.0,2,Independent
12000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,1000.0,2,Apartment
18000,3 BHK Villa,"RK Lorven Homes by R K Infrastructures, Pragathi Nagar, Hyderabad",Semi Furnished,1600.0,3,Villa
12000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,945.0,2,Apartment
13000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,700.0,2,Apartment
12000,2 BHK Apartment,"sai vrindavan apartment, Pragathi Nagar, Hyderabad",Semi Furnished,1200.0,2,Apartment
20500,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,1400.0,3,Apartment
15000,3 BHK Apartment,"sneha sai residency, Pragathi Nagar, Hyderabad",Semi Furnished,1458.0,3,Apartment
13000,2 BHK Apartment," Raintree Apartments by Swaraj Homes Builders & Developer, Pragathi Nagar, Hyderabad",Unfurnished,1170.0,2,Apartment
13000,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1650.0,3,Apartment
25000,2 BHK Apartment,"Canny fairyland Apartment, Pragathi Nagar, Hyderabad",Fully Furnished,1415.0,2,Apartment
15000,2 BHK Apartment,"SUKRITI GRANDVUR, Pragathi Nagar, Hyderabad",Fully Furnished,1100.0,2,Apartment
13000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1000.0,2,Apartment
15000,2 BHK Apartment,"SAMITHA APARTMENT, Pragathi Nagar, Hyderabad",Unfurnished,1150.0,2,Apartment
14000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1093.0,2,Apartment
15000,2 BHK Apartment,"sr balaji , Pragathi Nagar, Hyderabad",Unfurnished,1100.0,2,Apartment
12500,3 BHK Apartment,"Vindhya Homes, Pragathi Nagar, Hyderabad",Unfurnished,1320.0,3,Apartment
35000,3 BHK Independent Floor,"Nadigada Tanda, Miyapur, Hyderabad",Semi Furnished,1800.0,3,Independent
20000,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1500.0,3,Apartment
13000,2 BHK Apartment,"sudhakar towers, Pragathi Nagar, Hyderabad",Unfurnished,1100.0,2,Apartment
16000,3 BHK Apartment,"KK Residency, Pragathi Nagar, Hyderabad",Unfurnished,1320.0,3,Apartment
16000,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1300.0,3,Apartment
11000,1 BHK Independent House,"Pragathi Nagar, Hyderabad",Semi Furnished,700.0,1,Independent
14000,2 BHK Apartment,"Nizampet, Hyderabad",Semi Furnished,1150.0,2,Apartment
28000,3 BHK Apartment,"SMR Vinay Fountainhead, Hafeezpet, Hyderabad",Semi Furnished,1900.0,3,Apartment
30000,3 BHK Apartment,"SMR Vinay Fountainhead, Hafeezpet, Hyderabad",Fully Furnished,1900.0,3,Apartment
28000,3 BHK Apartment,"SMR Vinay Fountainhead, Hafeezpet, Hyderabad",Semi Furnished,1925.0,3,Apartment
23000,3 BHK Apartment,"Met Meadows, Matrusri Nagar, Hafeezpet, Hyderabad",Fully Furnished,1650.0,3,Apartment
23000,3 BHK Apartment,"Matrusri Nagar, Hafeezpet, Hyderabad",Fully Furnished,1650.0,3,Apartment
15000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Fully Furnished,1250.0,2,Apartment
20000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Fully Furnished,1250.0,2,Apartment
10000,1 BHK Independent Floor,"Papi Reddy Colony, Kamalaprasad Nagar, Hyderabad",Unfurnished,1500.0,1,Independent
20000,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1600.0,3,Apartment
10000,2 BHK Independent House,"Pragathi Nagar, Hyderabad",Unfurnished,1999.0,2,Independent
13000,2 BHK Apartment,"233 RANI NIVAS, Pragathi Nagar, Hyderabad",Unfurnished,950.0,2,Apartment
70000,4 BHK Apartment,"Msr capital, Nadigada Tanda, Miyapur, Hyderabad",Unfurnished,2500.0,4,Apartment
10500,2 BHK Independent House,"Pragathi Nagar, Hyderabad",Unfurnished,1200.0,2,Independent
15000,3 BHK Independent Floor,"Pragathi Nagar, Hyderabad",Fully Furnished,1500.0,3,Independent
10000,2 BHK Apartment,"Kailash Hills, Mahadevpur Colony, Hyderabad",Unfurnished,750.0,2,Apartment
12000,2 BHK Apartment,"ADIL MOHIUDDUIN, Asbestos Colony, Chenna Reddy Nagar, Hyderabad",Unfurnished,1000.0,2,Apartment
6000,1 BHK Independent Floor,"Bhavani Nagar, Moosapet, Hyderabad",Semi Furnished,500.0,1,Independent
16000,1 RK Apartment,"sunrise apartment, Pragathi Nagar, Hyderabad",Semi Furnished,700.0,1,Apartment
15000,2 BHK Apartment,"Sai Ganesh Nayam, Pragathi Nagar, Hyderabad",Unfurnished,1150.0,2,Apartment
18000,3 BHK Apartment,"Usha Krishna Heaven, Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,1375.0,3,Apartment
25000,3 BHK Apartment,"Surya Saketh Classic, Madhura Nagar, Nizampet, Hyderabad",Semi Furnished,1850.0,3,Apartment
23000,3 BHK Apartment,"Shilpa Avenue Colony, Hafeezpet, Hyderabad",Semi Furnished,1592.0,3,Apartment
14000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,700.0,1,Apartment
6000,1 RK Independent House,"Shilpa Avenue Colony, Hafeezpet, Hyderabad",Unfurnished,1700.0,1,Independent
14500,2 BHK Apartment,"Akruthi Venkata kalyan, Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,1175.0,2,Apartment
11000,1 BHK Independent House,"Izzat Nagar, Kothaguda, Hyderabad",Unfurnished,700.0,1,Independent
14000,1 BHK Independent House,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,700.0,1,Independent
15000,2 BHK Apartment,"Kalyan Habitat, Pragathi Nagar, Hyderabad",Semi Furnished,1125.0,2,Apartment
16000,1 RK Apartment,"Helloworld Noor , Izzat Nagar, Kothaguda, Hyderabad",Fully Furnished,400.0,1,Apartment
30000,3 BHK Apartment,"Shilpa Avenue Colony, Hafeezpet, Hyderabad",Fully Furnished,1550.0,3,Apartment
14000,2 BHK Independent House,"Madhura Nagar, Nizampet, Hyderabad",Semi Furnished,1500.0,2,Independent
14000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,1100.0,2,Apartment
22800,3 BHK Apartment,"Matrusri Nagar, Hafeezpet, Hyderabad",Semi Furnished,800.0,3,Apartment
16000,3 BHK Apartment,"V K Residency, Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,1450.0,3,Apartment
14500,3 BHK Villa,"Venkatraya Nagar, Nizampet, Hyderabad",Unfurnished,1400.0,3,Villa
14000,3 BHK Apartment,"AURO MEADOWS, Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,1485.0,3,Apartment
19000,3 BHK Villa,"Venkatraya Nagar, Nizampet, Hyderabad",Fully Furnished,1400.0,3,Villa
100000,4 BHK Independent House,"Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,500.0,4,Independent
9000,1 BHK Independent Floor,"Vivekananda Nagar, Madhapur, Hyderabad",Unfurnished,550.0,1,Independent
38000,3 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,1800.0,3,Apartment
16000,2 BHK Independent House,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,1000.0,2,Independent
16000,2 BHK Independent House,"House no463, Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,1000.0,2,Independent
15000,2 BHK Apartment,"Swaraj Sai Vegneshwara Prade, Matrusri Nagar, Hafeezpet, Hyderabad",Semi Furnished,1500.0,2,Apartment
12000,2 BHK Apartment,"Madhura Nagar, Nizampet, Hyderabad",Unfurnished,1500.0,2,Apartment
15000,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1470.0,3,Apartment
30000,3 BHK Apartment,"Janapriya Nagar, Hafeezpet, Hyderabad",Fully Furnished,1000.0,3,Apartment
14500,3 BHK Apartment,"Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,1235.0,3,Apartment
11000,1 RK Independent Floor,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,1080.0,1,Independent
11500,2 BHK Apartment,"Kailash Hills, Mahadevpur Colony, Hyderabad",Unfurnished,1300.0,2,Apartment
15200,2 BHK Apartment,"Venkatraya Nagar, Nizampet, Hyderabad",Unfurnished,1400.0,2,Apartment
7000,1 BHK Independent House,"Venkatraya Nagar, Nizampet, Hyderabad",Unfurnished,750.0,1,Independent
6500,1 BHK Independent House,"Patel Nagar, Moosapet, Hyderabad",Unfurnished,550.0,1,Independent
11500,2 BHK Independent House,"Mahadevpur Colony, Hyderabad",Unfurnished,900.0,2,Independent
18600,3 BHK Apartment,"Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,1460.0,3,Apartment
7500,1 BHK Independent House,"Venkatraya Nagar, Nizampet, Hyderabad",Unfurnished,800.0,1,Independent
17500,2 BHK Independent Floor,"Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,1850.0,2,Independent
23000,2 BHK Apartment,"Aditya Nagar, Hafeezpet, Hyderabad",Fully Furnished,1250.0,2,Apartment
23000,3 BHK Apartment,"Metro Plaza, Matrusri Nagar, Hafeezpet, Hyderabad",Semi Furnished,1610.0,3,Apartment
10000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Unfurnished,1000.0,1,Apartment
10000,1 BHK Apartment,"Saki enclave, Izzat Nagar, Kothaguda, Hyderabad",Unfurnished,1000.0,1,Apartment
11250,1 BHK Apartment,"Vivekananda Nagar, Madhapur, Hyderabad",Unfurnished,500.0,1,Apartment
13350,1 BHK Apartment,"Matrusri Nagar, Hafeezpet, Hyderabad",Fully Furnished,1100.0,1,Apartment
42000,4 BHK Independent House,"Patel Nagar, Moosapet, Hyderabad",Semi Furnished,1650.0,4,Independent
9000,2 BHK Apartment,"Pearls Aalya, Venkatraya Nagar, Nizampet, Hyderabad",Unfurnished,1052.0,2,Apartment
25000,4 BHK Villa,"Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,3000.0,4,Villa
28000,3 BHK Apartment,"Bikshapathi Nagar, Hafeezpet, Hyderabad",Semi Furnished,1700.0,3,Apartment
11250,1 BHK Apartment,"Gayatri Nagar, Madhapur, Hyderabad",Unfurnished,1000.0,1,Apartment
20000,2 BHK Apartment,"Gayatri Nagar, Madhapur, Hyderabad",Unfurnished,1250.0,2,Apartment
11250,1 BHK Apartment,"Gayatri Nagar, Madhapur, Hyderabad",Unfurnished,750.0,1,Apartment
11250,1 BHK Apartment,"Gayatri Nagar, Madhapur, Hyderabad",Unfurnished,1250.0,1,Apartment
11250,1 BHK Apartment,"Gayatri Nagar, Madhapur, Hyderabad",Unfurnished,1100.0,1,Apartment
14000,1 BHK Apartment,"Khanamet, Kothaguda, Hyderabad",Semi Furnished,450.0,1,Apartment
14000,2 BHK Apartment,"Vnr towers, Mahadevpur Colony, Hyderabad",Unfurnished,1050.0,2,Apartment
24000,3 BHK Apartment,"Matrusri Nagar, Hafeezpet, Hyderabad",Unfurnished,1450.0,3,Apartment
16000,2 BHK Apartment,"Aditya Nagar, Hafeezpet, Hyderabad",Unfurnished,1500.0,2,Apartment
22000,2 BHK Apartment,"Aditya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1240.0,2,Apartment
17000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Fully Furnished,504.0,1,Apartment
15000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,506.0,1,Apartment
17000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Fully Furnished,503.0,1,Apartment
17000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Fully Furnished,508.0,1,Apartment
10500,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,486.0,1,Apartment
12000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,502.0,1,Apartment
12000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,501.0,1,Apartment
18000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1500.0,3,Apartment
25000,2 BHK Independent Floor,"new cyber valley, Bikshapathi Nagar, Hafeezpet, Hyderabad",Semi Furnished,1600.0,2,Independent
13000,2 BHK Independent Floor,"Patel Nagar, Moosapet, Hyderabad",Semi Furnished,1200.0,2,Independent
11000,2 BHK Apartment,"Sai Durga residency, Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1050.0,2,Apartment
21150,2 BHK Apartment,"Aditya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1200.0,2,Apartment
25000,3 BHK Villa,"Balaji West County, Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,1800.0,3,Villa
12500,1 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Semi Furnished,750.0,1,Apartment
50000,3 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Fully Furnished,2000.0,3,Apartment
11000,1 BHK Independent House,"Parvathi Nagar, Madhapur, Hyderabad",Unfurnished,500.0,1,Independent
12000,1 BHK Apartment,"Bikshapathi Nagar, Hafeezpet, Hyderabad",Unfurnished,550.0,1,Apartment
12000,2 BHK Apartment,"Bharat Nagar, Moosapet, Hyderabad",Unfurnished,900.0,2,Apartment
9500,1 BHK Independent House,"Bharat Nagar, Moosapet, Hyderabad",Unfurnished,500.0,1,Independent
16500,2 BHK Apartment,"Swaraj Tulip Star Apartment, Bharat Nagar, Moosapet, Hyderabad",Semi Furnished,1050.0,2,Apartment
16000,2 BHK Apartment," Indra Prasada Apartment by Swaraj Homes Builders & Developer, Bharat Nagar, Moosapet, Hyderabad",Semi Furnished,935.0,2,Apartment
23000,3 BHK Apartment,"Bikshapathi Nagar, Hafeezpet, Hyderabad",Unfurnished,1650.0,3,Apartment
5500,1 RK Apartment,"Ranga Reddy Nagar, Chenna Reddy Nagar, Hyderabad",Semi Furnished,200.0,1,Apartment
22000,3 BHK Apartment,"Matrusri Nagar, Hafeezpet, Hyderabad",Semi Furnished,1575.0,3,Apartment
18000,3 BHK Apartment,"Ksr Sai Dinesh Arcade, Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,1560.0,3,Apartment
13000,3 BHK Apartment,"gden nest apartment, Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1300.0,3,Apartment
24000,3 BHK Apartment,"Karthik avenue, Matrusri Nagar, Hafeezpet, Hyderabad",Semi Furnished,1530.0,3,Apartment
12000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,760.0,2,Apartment
15000,3 BHK Apartment,"Velvet touch boutique, Madhura Nagar, Nizampet, Hyderabad",Unfurnished,1500.0,3,Apartment
20000,2 BHK Independent House,"Parvathi Nagar, Madhapur, Hyderabad",Fully Furnished,1200.0,2,Independent
100000,3 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Fully Furnished,2900.0,3,Apartment
14000,2 BHK Apartment,"Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
20000,2 BHK Apartment,"Janani Gayathri Residency, Matrusri Nagar, Hafeezpet, Hyderabad",Fully Furnished,1200.0,2,Apartment
13500,1 RK Apartment,"UN named , Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,650.0,1,Apartment
21000,2 BHK Independent Floor,"Gayatri Nagar, Madhapur, Hyderabad",Unfurnished,1600.0,2,Independent
11000,1 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Semi Furnished,402.0,1,Apartment
11500,1 BHK Apartment,"Tulasi Nagar, Madhapur, Hyderabad",Semi Furnished,750.0,1,Apartment
20000,3 BHK Independent House,"Venkatraya Nagar, Nizampet, Hyderabad",Semi Furnished,2025.0,3,Independent
13000,1 BHK Apartment,"Parvat nagar, Tulasi Nagar, Madhapur, Hyderabad",Unfurnished,600.0,1,Apartment
11000,1 BHK Independent Floor,"Parvathi Nagar, Madhapur, Hyderabad",Unfurnished,450.0,1,Independent
30000,2 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Fully Furnished,1300.0,2,Apartment
32000,2 BHK Apartment,"Izzat Nagar, Kothaguda, Hyderabad",Fully Furnished,1300.0,2,Apartment
15000,2 BHK Apartment,"Rama Chandra residency srinagara colonu, Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1150.0,2,Apartment
25000,2 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,1000.0,2,Apartment
13500,2 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1500.0,2,Independent
18000,3 BHK Apartment,"Diamond Palace Nizampet Road, Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1350.0,3,Apartment
17000,3 BHK Apartment,"sai nilayam, Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,1525.0,3,Apartment
40000,3 BHK Apartment,"Tulasi Nagar, Madhapur, Hyderabad",Semi Furnished,2200.0,3,Apartment
15000,2 BHK Apartment,"Jaffar Gulshan, Aditya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1200.0,2,Apartment
11500,2 BHK Independent Floor,"Pragathi Nagar, Hyderabad",Unfurnished,1000.0,2,Independent
21350,3 BHK Apartment,"Pragathi Nagar, Hyderabad",Semi Furnished,1400.0,3,Apartment
21350,3 BHK Independent House,"Pragathi Nagar, Hyderabad",Semi Furnished,1400.0,3,Independent
15000,2 BHK Apartment,"Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Semi Furnished,1000.0,2,Apartment
18000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1400.0,3,Apartment
25000,3 BHK Independent House,"Tulasi Nagar, Madhapur, Hyderabad",Unfurnished,1260.0,3,Independent
13000,2 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,960.0,2,Apartment
13000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,550.0,1,Apartment
14000,1 BHK Independent Floor,"Khanamet, Kothaguda, Hyderabad",Semi Furnished,1100.0,1,Independent
11250,1 BHK Apartment,"Tulasi Nagar, Madhapur, Hyderabad",Unfurnished,500.0,1,Apartment
11000,1 BHK Independent Floor,"Tulasi Nagar, Madhapur, Hyderabad",Unfurnished,500.0,1,Independent
12000,1 BHK Independent House,"Tulasi Nagar, Madhapur, Hyderabad",Unfurnished,500.0,1,Independent
22000,2 BHK Independent House,"Krishna Nagar colony new hafeezpet Aditya nagra, Aditya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1500.0,2,Independent
30000,3 BHK Apartment,"Gayatri Nagar, Borabanda, Hyderabad",Semi Furnished,1200.0,3,Apartment
11600,1 BHK Apartment,"Tulasi Nagar, Madhapur, Hyderabad",Semi Furnished,700.0,1,Apartment
12100,1 BHK Apartment,"Tulasi Nagar, Madhapur, Hyderabad",Semi Furnished,700.0,1,Apartment
10500,2 BHK Independent House,"Padmavathinagar Site III circle near Hitechcity main road, Gayatri Nagar, Borabanda, Hyderabad",Unfurnished,550.0,2,Independent
26000,2 BHK Apartment,"Cameo Apartments, Khanamet, Kothaguda, Hyderabad",Semi Furnished,1100.0,2,Apartment
13000,1 BHK Independent House,"Tulasi Nagar, Madhapur, Hyderabad",Unfurnished,700.0,1,Independent
20000,2 BHK Apartment,"Sree Sree Nilayam, Gayatri Nagar, Borabanda, Hyderabad",Semi Furnished,1125.0,2,Apartment
9000,2 BHK Independent Floor,"Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Unfurnished,800.0,2,Independent
13000,2 BHK Independent Floor,"V SQUARE, Pragathi Nagar, Hyderabad",Unfurnished,1100.0,2,Independent
11500,2 BHK Apartment,"Kalapuram Basti, Miyapur, Hyderabad",Semi Furnished,900.0,2,Apartment
12000,2 BHK Apartment,"Pragathi Nagar, Hyderabad",Unfurnished,1150.0,2,Apartment
25000,2 BHK Apartment,"Vsr heights, Tulasi Nagar, Madhapur, Hyderabad",Fully Furnished,1225.0,2,Apartment
65000,3 BHK Apartment,"Near to meenakashi towers, Khanamet, Kothaguda, Hyderabad",Fully Furnished,1950.0,3,Apartment
12000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,600.0,1,Apartment
28000,2 BHK Independent House,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Fully Furnished,1100.0,2,Independent
11000,2 BHK Apartment,"Sumo The Elegance, Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1230.0,2,Apartment
12000,2 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1050.0,2,Apartment
39000,4 BHK Independent House,"Tulasi Nagar, Madhapur, Hyderabad",Semi Furnished,3000.0,4,Independent
20000,2 BHK Apartment,"Kothaguda, Hyderabad",Semi Furnished,1300.0,2,Apartment
50000,4 BHK Apartment,"Kothaguda, Hyderabad",Semi Furnished,3250.0,4,Apartment
35000,3 BHK Apartment,"Kothaguda, Hyderabad",Semi Furnished,1850.0,3,Apartment
8500,1 BHK Independent House,"Aditya Nagar, Hafeezpet, Hyderabad",Unfurnished,900.0,1,Independent
7000,1 BHK Independent House,"NRR Puram, Borabanda, Hyderabad",Unfurnished,253.0,1,Independent
9000,1 BHK Independent House,"Aditya Nagar, Hafeezpet, Hyderabad",Unfurnished,900.0,1,Independent
12000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,600.0,1,Apartment
12000,1 BHK Apartment,"Kothaguda, Hyderabad",Unfurnished,550.0,1,Apartment
11240,1 BHK Independent House,"Kalapuram Basti, Miyapur, Hyderabad",Unfurnished,400.0,1,Independent
50000,4 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,2000.0,4,Apartment
12000,2 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1500.0,2,Independent
13000,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Unfurnished,600.0,1,Apartment
11500,1 BHK Apartment,"Bikshapathi Nagar, Kondapur, Hyderabad",Semi Furnished,600.0,1,Apartment
39500,2 BHK Apartment,"Gem Ascentia, Kothaguda, Hyderabad",Fully Furnished,1285.0,2,Apartment
40000,3 BHK Apartment,"Kothaguda, Hyderabad",Fully Furnished,1600.0,3,Apartment
41000,3 BHK Apartment,"Gem Ascentia, Kothaguda, Hyderabad",Fully Furnished,2055.0,3,Apartment
550000,9 BHK Independent Floor,"Bhavani Nagar, Moosapet, Hyderabad",Unfurnished,14000.0,9,Independent
22500,2 BHK Apartment,"Un nnamd, Siddhi Vinayak Nagar, Madhapur, Hyderabad",Semi Furnished,1300.0,2,Apartment
19000,2 BHK Independent House,"Duplex  Houe , Gayatri Nagar, Madhapur, Hyderabad",Semi Furnished,1350.0,2,Independent
8500,1 BHK Independent House,"Radha Krishna Society, Borabanda, Hyderabad",Unfurnished,660.0,1,Independent
13000,2 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1000.0,2,Independent
25000,3 BHK Apartment,"Ramky One Marvel, Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Semi Furnished,1368.0,3,Apartment
22000,2 BHK Apartment,"Ramky One Marvel, Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Semi Furnished,1125.0,2,Apartment
20000,3 BHK Apartment,"Ramky One Marvel, Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Semi Furnished,1368.0,3,Apartment
20000,2 BHK Apartment,"Ramky One Marvel, Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Semi Furnished,1125.0,2,Apartment
25000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1600.0,3,Apartment
12000,1 BHK Apartment,"Radha Krishna Society, Borabanda, Hyderabad",Unfurnished,500.0,1,Apartment
7000,1 BHK Independent House,"Radha Krishna Society, Borabanda, Hyderabad",Unfurnished,350.0,1,Independent
18000,1 BHK Apartment,"Gayatri Nagar, Madhapur, Hyderabad",Fully Furnished,500.0,1,Apartment
13000,2 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1000.0,2,Independent
18500,2 BHK Apartment,"Neem tree park cute apartment, Matrusri Nagar, Hafeezpet, Hyderabad",Semi Furnished,1220.0,2,Apartment
11000,1 BHK Apartment,"Khanamet, Kothaguda, Hyderabad",Semi Furnished,550.0,1,Apartment
80000,4 BHK Apartment,"Khanamet, Kothaguda, Hyderabad",Semi Furnished,2800.0,4,Apartment
14000,2 BHK Apartment,"Khanamet, Kothaguda, Hyderabad",Unfurnished,1000.0,2,Apartment
14000,1 BHK Apartment,"Khanamet, Kothaguda, Hyderabad",Semi Furnished,550.0,1,Apartment
29000,2 BHK Apartment,"Khanamet, Kothaguda, Hyderabad",Fully Furnished,1200.0,2,Apartment
19000,2 BHK Apartment,"Janapriya Nagar, Hafeezpet, Hyderabad",Unfurnished,1143.0,2,Apartment
28000,4 BHK Apartment,"JP nilayam, Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,2200.0,4,Apartment
20000,3 BHK Apartment,"Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1710.0,3,Apartment
6000,2 BHK Apartment,"Prajay Megapolis by Prajay Engineers Syndicate Pvt. Ltd., Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1450.0,2,Apartment
28000,3 BHK Apartment,"aditya interial hights, Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1490.0,3,Apartment
16000,2 BHK Independent House,"Janapriya Nagar, Hafeezpet, Hyderabad",Unfurnished,1350.0,2,Independent
8000,1 BHK Independent House,"Janapriya Nagar, Hafeezpet, Hyderabad",Unfurnished,1350.0,1,Independent
28000,3 BHK Apartment,"Aditya Imperial by Aditya Builders & Developers, Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1500.0,3,Apartment
17000,3 BHK Apartment,"mansa tower, Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1520.0,3,Apartment
20000,2 BHK Apartment,"Janapriya Nagar, Hafeezpet, Hyderabad",Fully Furnished,1450.0,2,Apartment
25000,3 BHK Apartment,"Sunshine Blue Pearl Apartment, Janapriya Nagar, Hafeezpet, Hyderabad",Fully Furnished,1500.0,3,Apartment
