Year,Month,District,Mandal,min_temp,max_temp
2013,6,Rangareddy,Abdullapurmet,24.2,33.4
2013,7,Rangareddy,Abdullapurmet,23.0,29.4
2013,8,Rangareddy,Abdullapurmet,22.5,30.0
2013,9,Rangareddy,Abdullapurmet,22.4,32.0
2013,10,Rangareddy,Abdullapurmet,21.5,30.7
2013,11,Rangareddy,Abdullapurmet,16.8,29.9
2013,12,Rangareddy,Abdullapurmet,11.4,29.0
2014,1,Rangareddy,Abdullapurmet,14.9,29.6
2014,2,Rangareddy,Abdullapurmet,15.9,32.0
2014,3,Rangareddy,Abdullapurmet,19.7,34.5
2014,4,Rangareddy,Abdullapurmet,23.4,39.4
2014,5,Rangareddy,Abdullapurmet,24.8,39.7
2014,6,Rangareddy,Abdullapurmet,26.1,37.8
2014,7,Rangareddy,Abdullapurmet,24.1,32.3
2014,8,Rangareddy,Abdullapurmet,23.8,33.8
2014,9,Rangareddy,Abdullapurmet,23.0,32.4
2014,10,Rangareddy,Abdullapurmet,21.0,33.3
2014,11,Rangareddy,Abdullapurmet,16.9,31.7
2014,12,Rangareddy,Abdullapurmet,14.2,29.6
2015,1,Rangareddy,Abdullapurmet,13.5,30.1
2015,2,Rangareddy,Abdullapurmet,15.8,33.8
2015,3,Rangareddy,Abdullapurmet,20.6,35.8
2015,4,Rangareddy,Abdullapurmet,23.3,37.9
2015,5,Rangareddy,Abdullapurmet,27.0,41.4
2015,6,Rangareddy,Abdullapurmet,25.3,35.3
2015,7,Rangareddy,Abdullapurmet,26.3,35.5
2015,8,Rangareddy,Abdullapurmet,25.1,33.7
2015,9,Rangareddy,Abdullapurmet,22.9,33.1
2015,10,Rangareddy,Abdullapurmet,21.7,35.0
2015,11,Rangareddy,Abdullapurmet,20.1,33.5
2015,12,Rangareddy,Abdullapurmet,16.3,33.4
2016,1,Rangareddy,Abdullapurmet,14.9,32.1
2016,2,Rangareddy,Abdullapurmet,20.4,37.1
2016,3,Rangareddy,Abdullapurmet,23.3,39.5
2016,4,Rangareddy,Abdullapurmet,27.1,43.1
2016,5,Rangareddy,Abdullapurmet,26.5,39.9
2016,6,Rangareddy,Abdullapurmet,24.6,34.4
2016,7,Rangareddy,Abdullapurmet,25.1,32.5
2016,8,Rangareddy,Abdullapurmet,25.0,32.7
2016,9,Rangareddy,Abdullapurmet,24.2,30.7
2016,10,Rangareddy,Abdullapurmet,21.4,33.4
2016,11,Rangareddy,Abdullapurmet,17.9,33.6
2016,12,Rangareddy,Abdullapurmet,16.1,31.8
2017,1,Rangareddy,Abdullapurmet,16.9,32.1
2017,2,Rangareddy,Abdullapurmet,17.7,35.3
2017,3,Rangareddy,Abdullapurmet,20.6,38.0
2017,4,Rangareddy,Abdullapurmet,24.1,40.7
2017,5,Rangareddy,Abdullapurmet,26.7,40.6
2017,6,Rangareddy,Abdullapurmet,25.1,34.7
2017,7,Rangareddy,Abdullapurmet,26.3,32.9
2017,8,Rangareddy,Abdullapurmet,26.0,32.3
2017,9,Rangareddy,Abdullapurmet,25.3,33.9
2017,10,Rangareddy,Abdullapurmet,22.8,34.6
2017,11,Rangareddy,Abdullapurmet,19.1,35.1
2017,12,Rangareddy,Abdullapurmet,15.6,33.9
2018,1,Rangareddy,Abdullapurmet,14.4,32.3
2018,2,Rangareddy,Abdullapurmet,16.9,34.0
2018,3,Rangareddy,Abdullapurmet,20.3,35.9
2018,4,Rangareddy,Abdullapurmet,23.6,37.2
2018,5,Rangareddy,Abdullapurmet,26.2,40.5
2018,6,Rangareddy,Abdullapurmet,24.5,34.5
2018,7,Rangareddy,Abdullapurmet,23.7,30.5
2018,8,Rangareddy,Abdullapurmet,23.2,29.5
2018,9,Rangareddy,Abdullapurmet,22.6,31.9
2018,10,Rangareddy,Abdullapurmet,21.3,33.4
2018,11,Rangareddy,Abdullapurmet,18.6,32.3
2018,12,Rangareddy,Abdullapurmet,17.5,29.1
2019,4,Rangareddy,Abdullapurmet,24.4,38.8
2019,5,Rangareddy,Abdullapurmet,28.4,40.6
2019,6,Rangareddy,Abdullapurmet,26.9,37.5
2019,7,Rangareddy,Abdullapurmet,24.7,32.4
2019,8,Rangareddy,Abdullapurmet,24.1,31.0
2019,9,Rangareddy,Abdullapurmet,23.4,30.3
2019,10,Rangareddy,Abdullapurmet,22.2,30.5
2019,11,Rangareddy,Abdullapurmet,19.4,30.3
2019,12,Rangareddy,Abdullapurmet,17.7,28.1
2013,6,Nagarkurnool,Achampet,23.8,33.3
2013,7,Nagarkurnool,Achampet,22.8,28.9
2013,8,Nagarkurnool,Achampet,22.7,29.6
2013,9,Nagarkurnool,Achampet,22.5,31.3
2013,10,Nagarkurnool,Achampet,21.8,29.7
2013,11,Nagarkurnool,Achampet,18.5,29.7
2013,12,Nagarkurnool,Achampet,14.5,28.6
2014,1,Nagarkurnool,Achampet,16.7,29.2
2014,2,Nagarkurnool,Achampet,17.6,32.1
2014,3,Nagarkurnool,Achampet,21.1,35.8
2014,4,Nagarkurnool,Achampet,24.6,40.0
2014,5,Nagarkurnool,Achampet,25.6,38.8
2014,6,Nagarkurnool,Achampet,25.5,35.8
2014,7,Nagarkurnool,Achampet,23.8,31.4
2014,8,Nagarkurnool,Achampet,23.3,32.1
2014,9,Nagarkurnool,Achampet,22.4,30.5
2014,10,Nagarkurnool,Achampet,21.1,32.8
2014,11,Nagarkurnool,Achampet,17.7,30.1
2014,12,Nagarkurnool,Achampet,15.8,29.2
2015,1,Nagarkurnool,Achampet,15.3,30.2
2015,2,Nagarkurnool,Achampet,16.5,33.3
2015,3,Nagarkurnool,Achampet,20.6,36.1
2015,4,Nagarkurnool,Achampet,23.3,37.6
2015,5,Nagarkurnool,Achampet,26.9,40.1
2015,6,Nagarkurnool,Achampet,24.8,34.1
2015,7,Nagarkurnool,Achampet,25.0,34.3
2015,8,Nagarkurnool,Achampet,23.9,32.6
2015,9,Nagarkurnool,Achampet,23.4,32.3
2015,10,Nagarkurnool,Achampet,21.5,32.9
2015,11,Nagarkurnool,Achampet,19.7,30.8
2015,12,Nagarkurnool,Achampet,18.8,32.7
2016,1,Nagarkurnool,Achampet,19.1,32.2
2016,2,Nagarkurnool,Achampet,21.4,36.3
2016,3,Nagarkurnool,Achampet,22.6,38.8
2016,4,Nagarkurnool,Achampet,26.4,42.4
2016,5,Nagarkurnool,Achampet,26.8,38.9
2016,6,Nagarkurnool,Achampet,24.7,32.9
2016,7,Nagarkurnool,Achampet,23.9,31.0
2016,8,Nagarkurnool,Achampet,23.8,31.6
2016,9,Nagarkurnool,Achampet,23.0,28.8
2016,10,Nagarkurnool,Achampet,21.6,32.6
2016,11,Nagarkurnool,Achampet,18.6,32.3
2016,12,Nagarkurnool,Achampet,16.7,29.9
2017,1,Nagarkurnool,Achampet,17.7,30.6
2017,2,Nagarkurnool,Achampet,18.4,33.9
2017,3,Nagarkurnool,Achampet,22.1,36.8
2017,4,Nagarkurnool,Achampet,26.2,39.5
2017,5,Nagarkurnool,Achampet,27.8,39.5
2017,6,Nagarkurnool,Achampet,25.1,34.0
2017,7,Nagarkurnool,Achampet,24.5,32.2
2017,8,Nagarkurnool,Achampet,24.1,31.6
2017,9,Nagarkurnool,Achampet,23.3,32.1
2017,10,Nagarkurnool,Achampet,22.1,32.4
2017,11,Nagarkurnool,Achampet,19.1,32.7
2017,12,Nagarkurnool,Achampet,16.6,31.7
2018,1,Nagarkurnool,Achampet,16.7,32.1
2018,2,Nagarkurnool,Achampet,17.9,34.1
2018,3,Nagarkurnool,Achampet,21.6,36.9
2018,4,Nagarkurnool,Achampet,25.4,38.5
2018,5,Nagarkurnool,Achampet,27.0,39.6
2018,6,Nagarkurnool,Achampet,24.5,34.2
2018,7,Nagarkurnool,Achampet,24.7,31.9
2018,8,Nagarkurnool,Achampet,23.4,30.1
2018,9,Nagarkurnool,Achampet,23.0,32.5
2018,10,Nagarkurnool,Achampet,21.3,34.0
2018,11,Nagarkurnool,Achampet,20.0,33.2
2018,12,Nagarkurnool,Achampet,18.2,29.7
2019,4,Nagarkurnool,Achampet,25.6,39.0
2019,5,Nagarkurnool,Achampet,28.1,40.0
2019,6,Nagarkurnool,Achampet,26.1,36.5
2019,7,Nagarkurnool,Achampet,23.9,32.5
2019,8,Nagarkurnool,Achampet,23.0,29.9
2019,9,Nagarkurnool,Achampet,23.5,29.7
2019,10,Nagarkurnool,Achampet,22.9,31.4
2019,11,Nagarkurnool,Achampet,20.0,31.3
2019,12,Nagarkurnool,Achampet,17.6,28.4
2013,6,Nalgonda,Adavi Devula Palli,26.3,37.1
2013,7,Nalgonda,Adavi Devula Palli,25.3,32.7
2013,8,Nalgonda,Adavi Devula Palli,25.0,33.2
2013,9,Nalgonda,Adavi Devula Palli,24.3,35.4
2013,10,Nalgonda,Adavi Devula Palli,23.7,33.6
2013,11,Nalgonda,Adavi Devula Palli,19.9,31.9
2013,12,Nalgonda,Adavi Devula Palli,15.3,30.6
2014,1,Nalgonda,Adavi Devula Palli,18.5,30.9
2014,2,Nalgonda,Adavi Devula Palli,18.3,33.3
2014,3,Nalgonda,Adavi Devula Palli,20.5,36.9
2014,4,Nalgonda,Adavi Devula Palli,24.2,41.6
2014,5,Nalgonda,Adavi Devula Palli,26.7,42.7
2014,6,Nalgonda,Adavi Devula Palli,28.8,41.0
2014,7,Nalgonda,Adavi Devula Palli,26.7,35.1
2014,8,Nalgonda,Adavi Devula Palli,26.2,36.6
2014,9,Nalgonda,Adavi Devula Palli,25.0,34.3
2014,10,Nalgonda,Adavi Devula Palli,23.0,34.5
2014,11,Nalgonda,Adavi Devula Palli,19.5,32.0
2014,12,Nalgonda,Adavi Devula Palli,16.2,31.1
2015,1,Nalgonda,Adavi Devula Palli,15.6,32.1
2015,2,Nalgonda,Adavi Devula Palli,17.2,35.1
2015,3,Nalgonda,Adavi Devula Palli,21.5,37.2
2015,4,Nalgonda,Adavi Devula Palli,24.4,39.9
2015,5,Nalgonda,Adavi Devula Palli,28.5,42.2
2015,6,Nalgonda,Adavi Devula Palli,26.3,35.6
2015,7,Nalgonda,Adavi Devula Palli,27.7,37.9
2015,8,Nalgonda,Adavi Devula Palli,25.3,35.0
2015,9,Nalgonda,Adavi Devula Palli,24.7,35.8
2015,10,Nalgonda,Adavi Devula Palli,23.1,36.2
2015,11,Nalgonda,Adavi Devula Palli,21.2,32.8
2015,12,Nalgonda,Adavi Devula Palli,18.9,33.9
2016,1,Nalgonda,Adavi Devula Palli,17.8,33.3
2016,2,Nalgonda,Adavi Devula Palli,20.6,37.3
2016,3,Nalgonda,Adavi Devula Palli,23.9,39.8
2016,4,Nalgonda,Adavi Devula Palli,27.1,43.6
2016,5,Nalgonda,Adavi Devula Palli,28.6,41.5
2016,6,Nalgonda,Adavi Devula Palli,27.1,36.3
2016,7,Nalgonda,Adavi Devula Palli,26.7,34.8
2016,8,Nalgonda,Adavi Devula Palli,26.4,35.1
2016,9,Nalgonda,Adavi Devula Palli,25.4,31.5
2016,10,Nalgonda,Adavi Devula Palli,23.8,33.8
2016,11,Nalgonda,Adavi Devula Palli,20.2,32.4
2016,12,Nalgonda,Adavi Devula Palli,18.1,31.0
2017,1,Nalgonda,Adavi Devula Palli,17.8,31.0
2017,2,Nalgonda,Adavi Devula Palli,18.7,34.0
2017,3,Nalgonda,Adavi Devula Palli,24.5,38.4
2017,4,Nalgonda,Adavi Devula Palli,27.7,41.2
2017,5,Nalgonda,Adavi Devula Palli,28.4,41.5
2017,6,Nalgonda,Adavi Devula Palli,30.2,38.0
2017,7,Nalgonda,Adavi Devula Palli,28.9,35.6
2017,8,Nalgonda,Adavi Devula Palli,26.9,33.9
2017,9,Nalgonda,Adavi Devula Palli,26.6,35.0
2017,10,Nalgonda,Adavi Devula Palli,24.3,36.0
2017,11,Nalgonda,Adavi Devula Palli,21.8,34.6
2017,12,Nalgonda,Adavi Devula Palli,18.6,33.3
2019,9,Nalgonda,Adavi Devula Palli,26.4,34.2
2019,10,Nalgonda,Adavi Devula Palli,24.5,32.6
2019,11,Nalgonda,Adavi Devula Palli,21.5,31.5
2019,12,Nalgonda,Adavi Devula Palli,20.1,30.2
2018,1,Nalgonda,Adavidevulapalli,19.7,33.4
2018,2,Nalgonda,Adavidevulapalli,19.5,34.9
2018,3,Nalgonda,Adavidevulapalli,24.0,37.7
2018,4,Nalgonda,Adavidevulapalli,28.1,40.2
2018,5,Nalgonda,Adavidevulapalli,30.0,42.3
2018,6,Nalgonda,Adavidevulapalli,30.0,38.5
2018,7,Nalgonda,Adavidevulapalli,28.1,34.9
2018,8,Nalgonda,Adavidevulapalli,25.9,32.6
2018,9,Nalgonda,Adavidevulapalli,25.5,34.5
2018,10,Nalgonda,Adavidevulapalli,23.9,34.2
2018,11,Nalgonda,Adavidevulapalli,21.8,32.8
2018,12,Nalgonda,Adavidevulapalli,19.9,29.6
2019,4,Nalgonda,Adavidevulapalli,26.1,40.0
2019,5,Nalgonda,Adavidevulapalli,29.8,42.2
2019,6,Nalgonda,Adavidevulapalli,29.0,38.5
2019,7,Nalgonda,Adavidevulapalli,27.4,34.8
2019,8,Nalgonda,Adavidevulapalli,26.9,33.5
2019,9,Nalgonda,Adavidevulapalli,26.2,32.2
2013,6,Yadadri-Bhongir,Addagudur,25.8,35.5
2013,7,Yadadri-Bhongir,Addagudur,24.3,31.0
2013,8,Yadadri-Bhongir,Addagudur,24.4,31.6
2013,9,Yadadri-Bhongir,Addagudur,23.9,32.9
2013,10,Yadadri-Bhongir,Addagudur,22.4,30.5
2013,11,Yadadri-Bhongir,Addagudur,18.4,29.7
2013,12,Yadadri-Bhongir,Addagudur,13.7,28.7
2014,1,Yadadri-Bhongir,Addagudur,16.8,29.0
2014,2,Yadadri-Bhongir,Addagudur,17.1,30.7
2014,3,Yadadri-Bhongir,Addagudur,19.9,34.3
2014,4,Yadadri-Bhongir,Addagudur,23.4,39.3
2014,5,Yadadri-Bhongir,Addagudur,25.5,40.0
2014,6,Yadadri-Bhongir,Addagudur,27.8,38.5
2014,7,Yadadri-Bhongir,Addagudur,25.4,33.7
2014,8,Yadadri-Bhongir,Addagudur,24.7,34.1
2014,9,Yadadri-Bhongir,Addagudur,24.7,32.9
2014,10,Yadadri-Bhongir,Addagudur,22.5,33.2
2014,11,Yadadri-Bhongir,Addagudur,18.6,31.8
2014,12,Yadadri-Bhongir,Addagudur,15.8,30.1
2015,1,Yadadri-Bhongir,Addagudur,15.2,30.3
2015,2,Yadadri-Bhongir,Addagudur,17.0,33.3
2015,3,Yadadri-Bhongir,Addagudur,21.9,35.9
2015,4,Yadadri-Bhongir,Addagudur,24.2,38.2
2015,5,Yadadri-Bhongir,Addagudur,27.5,42.1
2015,6,Yadadri-Bhongir,Addagudur,25.4,34.8
2015,7,Yadadri-Bhongir,Addagudur,26.7,35.8
2015,8,Yadadri-Bhongir,Addagudur,24.9,33.4
2015,9,Yadadri-Bhongir,Addagudur,23.6,33.6
2015,10,Yadadri-Bhongir,Addagudur,21.7,34.3
2015,11,Yadadri-Bhongir,Addagudur,20.5,32.6
2015,12,Yadadri-Bhongir,Addagudur,18.4,32.4
2016,1,Yadadri-Bhongir,Addagudur,16.7,31.6
2016,2,Yadadri-Bhongir,Addagudur,21.0,35.9
2016,3,Yadadri-Bhongir,Addagudur,22.7,37.9
2016,4,Yadadri-Bhongir,Addagudur,25.8,42.3
2016,5,Yadadri-Bhongir,Addagudur,27.9,40.5
2016,6,Yadadri-Bhongir,Addagudur,26.0,35.6
2016,7,Yadadri-Bhongir,Addagudur,25.1,32.1
2016,8,Yadadri-Bhongir,Addagudur,24.8,32.4
2016,9,Yadadri-Bhongir,Addagudur,23.7,30.0
2016,10,Yadadri-Bhongir,Addagudur,21.3,32.0
2016,11,Yadadri-Bhongir,Addagudur,16.7,31.5
2016,12,Yadadri-Bhongir,Addagudur,17.1,30.4
2017,1,Yadadri-Bhongir,Addagudur,18.7,30.6
2017,2,Yadadri-Bhongir,Addagudur,18.6,34.1
2017,3,Yadadri-Bhongir,Addagudur,21.2,37.6
2017,4,Yadadri-Bhongir,Addagudur,24.3,41.2
2017,5,Yadadri-Bhongir,Addagudur,27.4,41.5
2017,6,Yadadri-Bhongir,Addagudur,28.5,37.3
2017,7,Yadadri-Bhongir,Addagudur,28.3,34.7
2017,8,Yadadri-Bhongir,Addagudur,27.3,33.9
2017,9,Yadadri-Bhongir,Addagudur,26.4,35.2
2017,10,Yadadri-Bhongir,Addagudur,24.0,35.7
2017,11,Yadadri-Bhongir,Addagudur,20.0,34.9
2017,12,Yadadri-Bhongir,Addagudur,15.3,31.5
2018,1,Yadadri-Bhongir,Addagudur,16.5,31.7
2018,2,Yadadri-Bhongir,Addagudur,17.3,33.0
2018,3,Yadadri-Bhongir,Addagudur,20.5,36.9
2018,4,Yadadri-Bhongir,Addagudur,23.4,39.3
2018,5,Yadadri-Bhongir,Addagudur,27.0,40.9
2018,6,Yadadri-Bhongir,Addagudur,26.7,36.8
2018,7,Yadadri-Bhongir,Addagudur,25.3,32.4
2018,8,Yadadri-Bhongir,Addagudur,24.5,31.8
2018,9,Yadadri-Bhongir,Addagudur,23.4,33.4
2018,10,Yadadri-Bhongir,Addagudur,21.2,33.5
2018,11,Yadadri-Bhongir,Addagudur,18.3,32.8
2018,12,Yadadri-Bhongir,Addagudur,17.5,28.6
2019,4,Yadadri-Bhongir,Addagudur,24.9,40.0
2019,5,Yadadri-Bhongir,Addagudur,28.7,42.6
2019,6,Yadadri-Bhongir,Addagudur,28.0,38.8
2019,7,Yadadri-Bhongir,Addagudur,26.0,34.6
2019,8,Yadadri-Bhongir,Addagudur,26.1,33.9
2019,9,Yadadri-Bhongir,Addagudur,25.5,33.3
2019,10,Yadadri-Bhongir,Addagudur,24.5,34.2
2019,11,Yadadri-Bhongir,Addagudur,21.3,33.8
2019,12,Yadadri-Bhongir,Addagudur,20.6,31.8
2013,6,Mahabubnagar,Addakal,24.5,34.6
2013,7,Mahabubnagar,Addakal,23.3,29.9
2013,8,Mahabubnagar,Addakal,22.9,30.4
2013,9,Mahabubnagar,Addakal,22.7,31.6
2013,10,Mahabubnagar,Addakal,22.6,31.4
2013,11,Mahabubnagar,Addakal,19.2,30.6
2013,12,Mahabubnagar,Addakal,15.4,29.9
2014,1,Mahabubnagar,Addakal,16.9,31.5
2014,2,Mahabubnagar,Addakal,18.3,33.4
2014,3,Mahabubnagar,Addakal,21.6,36.6
2014,4,Mahabubnagar,Addakal,25.4,39.5
2014,5,Mahabubnagar,Addakal,25.3,38.5
2014,6,Mahabubnagar,Addakal,25.6,36.8
2014,7,Mahabubnagar,Addakal,23.9,31.9
2014,8,Mahabubnagar,Addakal,23.3,32.5
2014,9,Mahabubnagar,Addakal,22.7,31.0
2014,10,Mahabubnagar,Addakal,21.6,33.1
2014,11,Mahabubnagar,Addakal,18.9,31.6
2014,12,Mahabubnagar,Addakal,16.9,29.8
2015,1,Mahabubnagar,Addakal,17.0,30.5
2015,2,Mahabubnagar,Addakal,17.8,33.6
2015,3,Mahabubnagar,Addakal,22.5,36.1
2015,4,Mahabubnagar,Addakal,24.4,38.0
2015,5,Mahabubnagar,Addakal,27.2,40.2
2015,6,Mahabubnagar,Addakal,24.7,34.6
2015,7,Mahabubnagar,Addakal,26.8,36.1
2015,8,Mahabubnagar,Addakal,24.9,33.5
2015,9,Mahabubnagar,Addakal,23.8,32.9
2015,10,Mahabubnagar,Addakal,22.3,34.5
2015,11,Mahabubnagar,Addakal,20.4,32.3
2015,12,Mahabubnagar,Addakal,18.5,33.6
2016,1,Mahabubnagar,Addakal,16.6,32.3
2016,2,Mahabubnagar,Addakal,20.0,36.0
2016,3,Mahabubnagar,Addakal,23.8,38.8
2016,4,Mahabubnagar,Addakal,26.9,42.8
2016,5,Mahabubnagar,Addakal,26.5,40.0
2016,6,Mahabubnagar,Addakal,24.1,33.2
2016,7,Mahabubnagar,Addakal,23.4,30.6
2016,8,Mahabubnagar,Addakal,23.1,31.1
2016,9,Mahabubnagar,Addakal,22.6,28.7
2016,10,Mahabubnagar,Addakal,20.4,31.5
2016,11,Mahabubnagar,Addakal,17.6,32.3
2016,12,Mahabubnagar,Addakal,16.0,30.9
2017,1,Mahabubnagar,Addakal,16.3,31.5
2017,2,Mahabubnagar,Addakal,17.4,35.0
2017,3,Mahabubnagar,Addakal,21.4,37.6
2017,4,Mahabubnagar,Addakal,25.8,40.9
2017,5,Mahabubnagar,Addakal,27.0,40.1
2017,6,Mahabubnagar,Addakal,25.0,34.4
2017,7,Mahabubnagar,Addakal,24.6,32.3
2017,8,Mahabubnagar,Addakal,24.5,31.6
2017,9,Mahabubnagar,Addakal,23.6,32.3
2017,10,Mahabubnagar,Addakal,22.2,32.0
2017,11,Mahabubnagar,Addakal,19.3,31.6
2017,12,Mahabubnagar,Addakal,16.0,30.4
2018,1,Mahabubnagar,Addakal,16.3,31.5
2018,2,Mahabubnagar,Addakal,17.1,33.3
2018,3,Mahabubnagar,Addakal,21.0,36.9
2018,4,Mahabubnagar,Addakal,25.1,38.9
2018,5,Mahabubnagar,Addakal,26.5,40.1
2018,6,Mahabubnagar,Addakal,24.3,34.7
2018,7,Mahabubnagar,Addakal,23.5,31.5
2018,8,Mahabubnagar,Addakal,22.9,30.2
2018,9,Mahabubnagar,Addakal,22.7,32.6
2018,10,Mahabubnagar,Addakal,21.2,33.5
2018,11,Mahabubnagar,Addakal,19.1,32.5
2018,12,Mahabubnagar,Addakal,18.4,30.7
2019,4,Mahabubnagar,Addakal,25.6,40.7
2019,5,Mahabubnagar,Addakal,28.1,41.5
2019,6,Mahabubnagar,Addakal,25.3,37.0
2019,7,Mahabubnagar,Addakal,23.7,32.5
2019,8,Mahabubnagar,Addakal,24.3,31.2
2019,9,Mahabubnagar,Addakal,23.5,30.3
2019,10,Mahabubnagar,Addakal,22.9,31.4
2019,11,Mahabubnagar,Addakal,20.3,33.0
2019,12,Mahabubnagar,Addakal,18.3,31.2
2018,1,Adilabad,Adilabad (Urban),12.4,31.8
2018,2,Adilabad,Adilabad (Urban),17.7,34.5
2018,3,Adilabad,Adilabad (Urban),21.7,37.7
2018,4,Adilabad,Adilabad (Urban),26.4,40.1
2018,5,Adilabad,Adilabad (Urban),29.5,42.9
2018,6,Adilabad,Adilabad (Urban),25.9,36.3
2018,7,Adilabad,Adilabad (Urban),24.5,30.7
2018,8,Adilabad,Adilabad (Urban),23.9,30.6
2018,9,Adilabad,Adilabad (Urban),23.9,33.5
2018,10,Adilabad,Adilabad (Urban),20.2,35.1
2018,11,Adilabad,Adilabad (Urban),16.4,34.1
2018,12,Adilabad,Adilabad (Urban),13.8,29.3
2019,4,Adilabad,Adilabad (Urban),28.4,41.5
2019,5,Adilabad,Adilabad (Urban),30.8,43.6
2019,6,Adilabad,Adilabad (Urban),29.5,40.6
2019,7,Adilabad,Adilabad (Urban),25.5,33.2
2019,8,Adilabad,Adilabad (Urban),24.9,30.9
2019,9,Adilabad,Adilabad (Urban),24.6,29.9
2013,6,Adilabad,Adilabad Rural,26.3,35.0
2013,7,Adilabad,Adilabad Rural,24.3,29.5
2013,8,Adilabad,Adilabad Rural,23.3,29.5
2013,9,Adilabad,Adilabad Rural,23.5,32.7
2013,10,Adilabad,Adilabad Rural,22.1,31.5
2013,11,Adilabad,Adilabad Rural,14.8,29.7
2013,12,Adilabad,Adilabad Rural,11.9,29.6
2014,1,Adilabad,Adilabad Rural,14.6,30.0
2014,2,Adilabad,Adilabad Rural,15.2,31.9
2014,3,Adilabad,Adilabad Rural,20.1,34.6
2014,4,Adilabad,Adilabad Rural,23.6,40.5
2014,5,Adilabad,Adilabad Rural,27.0,41.6
2014,6,Adilabad,Adilabad Rural,28.6,39.8
2014,7,Adilabad,Adilabad Rural,25.7,33.6
2014,8,Adilabad,Adilabad Rural,24.3,33.1
2014,9,Adilabad,Adilabad Rural,23.2,31.7
2014,10,Adilabad,Adilabad Rural,20.6,33.4
2014,11,Adilabad,Adilabad Rural,15.8,31.7
2014,12,Adilabad,Adilabad Rural,10.8,28.7
2015,1,Adilabad,Adilabad Rural,12.4,28.8
2015,2,Adilabad,Adilabad Rural,15.0,33.8
2015,3,Adilabad,Adilabad Rural,19.6,34.8
2015,4,Adilabad,Adilabad Rural,23.7,38.8
2015,5,Adilabad,Adilabad Rural,27.3,42.8
2015,6,Adilabad,Adilabad Rural,25.4,36.6
2015,7,Adilabad,Adilabad Rural,25.4,34.2
2015,8,Adilabad,Adilabad Rural,24.3,31.6
2015,9,Adilabad,Adilabad Rural,23.4,34.9
2015,10,Adilabad,Adilabad Rural,20.3,36.7
2015,11,Adilabad,Adilabad Rural,16.0,34.5
2015,12,Adilabad,Adilabad Rural,14.3,33.5
2016,1,Adilabad,Adilabad Rural,12.9,33.5
2016,2,Adilabad,Adilabad Rural,19.1,37.1
2016,3,Adilabad,Adilabad Rural,22.3,38.7
2016,4,Adilabad,Adilabad Rural,26.5,43.6
2016,5,Adilabad,Adilabad Rural,29.1,42.9
2016,6,Adilabad,Adilabad Rural,27.3,38.0
2016,7,Adilabad,Adilabad Rural,24.8,30.5
2016,8,Adilabad,Adilabad Rural,24.8,31.6
2016,9,Adilabad,Adilabad Rural,24.6,31.2
2016,10,Adilabad,Adilabad Rural,20.4,32.5
2016,11,Adilabad,Adilabad Rural,12.3,30.5
2016,12,Adilabad,Adilabad Rural,10.8,29.6
2017,1,Adilabad,Adilabad Rural,12.6,30.6
2017,2,Adilabad,Adilabad Rural,15.1,34.8
2017,3,Adilabad,Adilabad Rural,20.2,37.9
2017,4,Adilabad,Adilabad Rural,25.0,42.5
2017,5,Adilabad,Adilabad Rural,29.3,42.7
2017,6,Adilabad,Adilabad Rural,25.8,35.7
2017,7,Adilabad,Adilabad Rural,24.6,31.7
2017,8,Adilabad,Adilabad Rural,23.9,30.6
2017,9,Adilabad,Adilabad Rural,23.4,32.6
2017,10,Adilabad,Adilabad Rural,21.8,33.7
2017,11,Adilabad,Adilabad Rural,16.0,32.5
2017,12,Adilabad,Adilabad Rural,12.6,31.2
2018,1,Adilabad,Adilabad Rural,11.5,31.2
2018,2,Adilabad,Adilabad Rural,17.7,33.6
2018,3,Adilabad,Adilabad Rural,21.7,36.8
2018,4,Adilabad,Adilabad Rural,26.9,40.1
2018,5,Adilabad,Adilabad Rural,28.6,42.1
2018,6,Adilabad,Adilabad Rural,24.2,33.5
2018,7,Adilabad,Adilabad Rural,23.9,30.7
2018,8,Adilabad,Adilabad Rural,23.4,29.3
2018,9,Adilabad,Adilabad Rural,22.7,30.9
2018,10,Adilabad,Adilabad Rural,20.2,32.8
2018,11,Adilabad,Adilabad Rural,17.8,31.9
2018,12,Adilabad,Adilabad Rural,14.1,27.5
2019,4,Adilabad,Adilabad Rural,27.5,41.2
2019,5,Adilabad,Adilabad Rural,29.8,42.5
2019,6,Adilabad,Adilabad Rural,28.9,40.2
2019,7,Adilabad,Adilabad Rural,25.8,33.7
2019,8,Adilabad,Adilabad Rural,25.0,31.8
2019,9,Adilabad,Adilabad Rural,24.6,31.8
2019,10,Adilabad,Adilabad Rural,22.8,32.4
2019,11,Adilabad,Adilabad Rural,19.2,31.5
2019,12,Adilabad,Adilabad Rural,17.9,29.8
2013,6,Adilabad,Adilabad Urban,26.3,35.0
2013,7,Adilabad,Adilabad Urban,24.3,29.5
2013,8,Adilabad,Adilabad Urban,23.3,29.5
2013,9,Adilabad,Adilabad Urban,23.5,32.7
2013,10,Adilabad,Adilabad Urban,22.1,31.5
2013,11,Adilabad,Adilabad Urban,14.8,29.7
2013,12,Adilabad,Adilabad Urban,11.9,29.6
2014,1,Adilabad,Adilabad Urban,14.6,30.0
2014,2,Adilabad,Adilabad Urban,15.2,31.9
2014,3,Adilabad,Adilabad Urban,20.1,34.6
