Year,Month,District,Mandal,min_temp,max_temp
2014,4,Medchal-Malkajgiri,Bachpalle,24.4,39.0
2014,5,Medchal-Malkajgiri,Bachpalle,25.9,39.4
2014,6,Medchal-Malkajgiri,Bachpalle,26.0,38.2
2014,7,Medchal-Malkajgiri,Bachpalle,23.6,32.5
2014,8,Medchal-Malkajgiri,Bachpalle,23.2,32.8
2014,9,Medchal-Malkajgiri,Bachpalle,23.3,32.3
2014,10,Medchal-Malkajgiri,Bachpalle,22.8,34.2
2014,11,Medchal-Malkajgiri,Bachpalle,19.1,32.6
2014,12,Medchal-Malkajgiri,Bachpalle,15.8,30.7
2015,1,Medchal-Malkajgiri,Bachpalle,15.4,30.5
2015,2,Medchal-Malkajgiri,Bachpalle,17.3,33.7
2015,3,Medchal-Malkajgiri,Bachpalle,21.1,35.1
2015,4,Medchal-Malkajgiri,Bachpalle,23.6,37.5
2015,5,Medchal-Malkajgiri,Bachpalle,26.9,40.8
2015,6,Medchal-Malkajgiri,Bachpalle,24.5,35.1
2015,7,Medchal-Malkajgiri,Bachpalle,25.8,35.9
2015,8,Medchal-Malkajgiri,Bachpalle,24.7,33.6
2015,9,Medchal-Malkajgiri,Bachpalle,23.6,34.4
2015,10,Medchal-Malkajgiri,Bachpalle,21.5,34.7
2015,11,Medchal-Malkajgiri,Bachpalle,19.4,32.3
2015,12,Medchal-Malkajgiri,Bachpalle,17.8,32.9
2016,1,Medchal-Malkajgiri,Bachpalle,16.6,32.1
2016,2,Medchal-Malkajgiri,Bachpalle,20.1,36.4
2016,3,Medchal-Malkajgiri,Bachpalle,23.7,38.6
2016,4,Medchal-Malkajgiri,Bachpalle,27.1,41.6
2016,5,Medchal-Malkajgiri,Bachpalle,25.7,39.3
2016,6,Medchal-Malkajgiri,Bachpalle,23.9,33.9
2016,7,Medchal-Malkajgiri,Bachpalle,23.1,30.6
2016,8,Medchal-Malkajgiri,Bachpalle,23.2,31.3
2016,9,Medchal-Malkajgiri,Bachpalle,21.7,28.8
2016,10,Medchal-Malkajgiri,Bachpalle,19.6,31.6
2016,11,Medchal-Malkajgiri,Bachpalle,15.6,31.5
2016,12,Medchal-Malkajgiri,Bachpalle,15.7,30.2
2017,1,Medchal-Malkajgiri,Bachpalle,16.4,30.5
2017,2,Medchal-Malkajgiri,Bachpalle,19.0,33.9
2017,3,Medchal-Malkajgiri,Bachpalle,22.4,37.0
2017,4,Medchal-Malkajgiri,Bachpalle,25.3,39.8
2017,5,Medchal-Malkajgiri,Bachpalle,26.9,39.7
2017,6,Medchal-Malkajgiri,Bachpalle,26.9,36.0
2017,7,Medchal-Malkajgiri,Bachpalle,26.2,33.5
2017,8,Medchal-Malkajgiri,Bachpalle,25.9,33.0
2017,9,Medchal-Malkajgiri,Bachpalle,23.3,32.5
2017,10,Medchal-Malkajgiri,Bachpalle,21.9,34.2
2017,11,Medchal-Malkajgiri,Bachpalle,19.4,33.7
2017,12,Medchal-Malkajgiri,Bachpalle,16.6,32.2
2018,1,Medchal-Malkajgiri,Bachpalle,16.9,33.2
2018,2,Medchal-Malkajgiri,Bachpalle,20.2,34.3
2018,3,Medchal-Malkajgiri,Bachpalle,24.1,37.4
2018,4,Medchal-Malkajgiri,Bachpalle,24.0,38.4
2018,5,Medchal-Malkajgiri,Bachpalle,26.0,40.5
2018,6,Medchal-Malkajgiri,Bachpalle,24.6,35.1
2018,7,Medchal-Malkajgiri,Bachpalle,23.5,30.2
2018,8,Medchal-Malkajgiri,Bachpalle,22.9,29.9
2018,9,Medchal-Malkajgiri,Bachpalle,23.1,32.9
2018,10,Medchal-Malkajgiri,Bachpalle,22.2,32.7
2018,11,Medchal-Malkajgiri,Bachpalle,21.1,31.4
2018,12,Medchal-Malkajgiri,Bachpalle,18.5,28.8
2019,4,Medchal-Malkajgiri,Bachpalle,26.5,39.2
2019,5,Medchal-Malkajgiri,Bachpalle,29.1,41.7
2019,6,Medchal-Malkajgiri,Bachpalle,26.2,37.4
2019,7,Medchal-Malkajgiri,Bachpalle,23.9,32.2
2019,8,Medchal-Malkajgiri,Bachpalle,23.4,30.6
2019,9,Medchal-Malkajgiri,Bachpalle,22.9,30.0
2019,10,Medchal-Malkajgiri,Bachpalle,22.5,30.9
2019,11,Medchal-Malkajgiri,Bachpalle,20.5,30.1
2019,12,Medchal-Malkajgiri,Bachpalle,18.6,27.9
2013,6,Hyderabad,Bahadurpura,23.9,32.8
2013,7,Hyderabad,Bahadurpura,22.8,28.7
2013,8,Hyderabad,Bahadurpura,22.7,29.4
2013,9,Hyderabad,Bahadurpura,22.4,31.8
2013,10,Hyderabad,Bahadurpura,22.6,30.7
2013,11,Hyderabad,Bahadurpura,19.9,29.9
2013,12,Hyderabad,Bahadurpura,16.2,28.6
2014,1,Hyderabad,Bahadurpura,18.7,28.9
2014,2,Hyderabad,Bahadurpura,18.9,31.5
2014,3,Hyderabad,Bahadurpura,22.4,33.9
2014,4,Hyderabad,Bahadurpura,26.1,39.0
2014,5,Hyderabad,Bahadurpura,26.4,39.1
2014,6,Hyderabad,Bahadurpura,26.3,37.3
2014,7,Hyderabad,Bahadurpura,24.0,31.7
2014,8,Hyderabad,Bahadurpura,23.9,32.1
2014,9,Hyderabad,Bahadurpura,23.4,31.3
2014,10,Hyderabad,Bahadurpura,22.7,32.5
2014,11,Hyderabad,Bahadurpura,20.2,31.2
2014,12,Hyderabad,Bahadurpura,17.7,29.3
2015,1,Hyderabad,Bahadurpura,17.4,29.5
2015,2,Hyderabad,Bahadurpura,19.2,32.9
2015,3,Hyderabad,Bahadurpura,22.8,35.0
2015,4,Hyderabad,Bahadurpura,24.7,37.2
2015,5,Hyderabad,Bahadurpura,27.9,40.5
2015,6,Hyderabad,Bahadurpura,24.9,35.2
2015,7,Hyderabad,Bahadurpura,25.0,33.9
2015,8,Hyderabad,Bahadurpura,23.9,31.9
2015,9,Hyderabad,Bahadurpura,23.8,32.4
2015,10,Hyderabad,Bahadurpura,22.9,33.5
2015,11,Hyderabad,Bahadurpura,21.7,31.4
2015,12,Hyderabad,Bahadurpura,20.1,31.9
2016,1,Hyderabad,Bahadurpura,18.6,31.3
2016,2,Hyderabad,Bahadurpura,22.0,35.5
2016,3,Hyderabad,Bahadurpura,24.8,38.1
2016,4,Hyderabad,Bahadurpura,28.3,41.6
2016,5,Hyderabad,Bahadurpura,26.3,39.8
2016,6,Hyderabad,Bahadurpura,24.6,33.6
2016,7,Hyderabad,Bahadurpura,23.4,30.5
2016,8,Hyderabad,Bahadurpura,23.8,31.0
2016,9,Hyderabad,Bahadurpura,22.8,29.0
2016,10,Hyderabad,Bahadurpura,21.7,31.3
2016,11,Hyderabad,Bahadurpura,18.2,31.1
2016,12,Hyderabad,Bahadurpura,17.2,29.8
2017,1,Hyderabad,Bahadurpura,17.6,30.1
2017,2,Hyderabad,Bahadurpura,19.6,33.6
2017,3,Hyderabad,Bahadurpura,23.0,36.1
2017,4,Hyderabad,Bahadurpura,26.5,39.2
2017,5,Hyderabad,Bahadurpura,27.8,39.5
2017,6,Hyderabad,Bahadurpura,24.3,33.0
2017,7,Hyderabad,Bahadurpura,23.6,31.2
2017,8,Hyderabad,Bahadurpura,23.5,30.2
2017,9,Hyderabad,Bahadurpura,23.6,31.6
2017,10,Hyderabad,Bahadurpura,22.7,32.8
2017,11,Hyderabad,Bahadurpura,20.0,34.3
2017,12,Hyderabad,Bahadurpura,17.3,31.7
2018,1,Hyderabad,Bahadurpura,18.7,31.8
2018,2,Hyderabad,Bahadurpura,20.1,34.0
2018,3,Hyderabad,Bahadurpura,25.1,37.4
2018,4,Hyderabad,Bahadurpura,26.1,39.2
2018,5,Hyderabad,Bahadurpura,28.7,41.3
2018,6,Hyderabad,Bahadurpura,25.3,36.0
2018,7,Hyderabad,Bahadurpura,24.7,32.9
2018,8,Hyderabad,Bahadurpura,24.9,32.1
2018,9,Hyderabad,Bahadurpura,26.2,34.4
2018,10,Hyderabad,Bahadurpura,25.2,35.1
2018,11,Hyderabad,Bahadurpura,23.9,33.9
2018,12,Hyderabad,Bahadurpura,20.7,30.6
2019,4,Hyderabad,Bahadurpura,28.8,39.6
2019,5,Hyderabad,Bahadurpura,30.7,41.5
2019,6,Hyderabad,Bahadurpura,27.4,37.7
2019,7,Hyderabad,Bahadurpura,25.6,32.6
2019,8,Hyderabad,Bahadurpura,25.1,31.6
2019,9,Hyderabad,Bahadurpura,24.6,31.0
2019,10,Hyderabad,Bahadurpura,24.2,31.7
2019,11,Hyderabad,Bahadurpura,23.0,31.3
2019,12,Hyderabad,Bahadurpura,20.1,28.0
2013,6,Medchal-Malkajgiri,Balanagar,24.2,34.1
2013,6,Mahabubnagar,Balanagar,22.9,32.8
2013,7,Medchal-Malkajgiri,Balanagar,0.0,0.0
2013,7,Mahabubnagar,Balanagar,21.9,28.3
2013,8,Medchal-Malkajgiri,Balanagar,24.1,31.6
2013,8,Mahabubnagar,Balanagar,21.7,29.4
2013,9,Medchal-Malkajgiri,Balanagar,23.4,32.1
2013,9,Mahabubnagar,Balanagar,21.6,30.6
2013,10,Medchal-Malkajgiri,Balanagar,22.9,30.9
2013,10,Mahabubnagar,Balanagar,20.8,29.6
2013,11,Medchal-Malkajgiri,Balanagar,20.5,30.3
2013,11,Mahabubnagar,Balanagar,16.8,28.6
2013,12,Medchal-Malkajgiri,Balanagar,17.3,28.3
2013,12,Mahabubnagar,Balanagar,11.9,27.3
2014,1,Medchal-Malkajgiri,Balanagar,18.7,29.2
2014,1,Mahabubnagar,Balanagar,14.8,28.3
2014,2,Medchal-Malkajgiri,Balanagar,19.5,31.6
2014,2,Mahabubnagar,Balanagar,15.8,30.6
2014,3,Medchal-Malkajgiri,Balanagar,23.1,33.7
2014,3,Mahabubnagar,Balanagar,18.9,33.7
2014,4,Medchal-Malkajgiri,Balanagar,27.0,39.2
2014,4,Mahabubnagar,Balanagar,22.7,38.1
2014,5,Medchal-Malkajgiri,Balanagar,27.1,39.3
2014,5,Mahabubnagar,Balanagar,23.8,37.8
2014,6,Medchal-Malkajgiri,Balanagar,26.7,38.2
2014,6,Mahabubnagar,Balanagar,24.6,36.3
2014,7,Medchal-Malkajgiri,Balanagar,24.1,32.5
2014,7,Mahabubnagar,Balanagar,23.0,31.0
2014,8,Medchal-Malkajgiri,Balanagar,24.0,32.8
2014,8,Mahabubnagar,Balanagar,22.4,32.3
2014,9,Medchal-Malkajgiri,Balanagar,24.0,31.8
2014,9,Mahabubnagar,Balanagar,21.7,30.7
2014,10,Medchal-Malkajgiri,Balanagar,23.3,32.6
2014,10,Mahabubnagar,Balanagar,19.4,31.9
2014,11,Medchal-Malkajgiri,Balanagar,20.9,31.6
2014,11,Mahabubnagar,Balanagar,16.0,30.1
2014,12,Medchal-Malkajgiri,Balanagar,18.2,29.6
2014,12,Mahabubnagar,Balanagar,13.0,28.7
2015,1,Medchal-Malkajgiri,Balanagar,17.7,29.9
2015,1,Mahabubnagar,Balanagar,12.0,29.7
2015,2,Medchal-Malkajgiri,Balanagar,20.1,32.9
2015,2,Mahabubnagar,Balanagar,14.2,32.6
2015,3,Medchal-Malkajgiri,Balanagar,23.0,34.9
2015,3,Mahabubnagar,Balanagar,19.5,35.6
2015,4,Medchal-Malkajgiri,Balanagar,25.0,37.4
2015,4,Mahabubnagar,Balanagar,21.9,37.2
2015,5,Medchal-Malkajgiri,Balanagar,28.5,40.5
2015,5,Mahabubnagar,Balanagar,25.1,39.9
2015,6,Medchal-Malkajgiri,Balanagar,25.0,35.0
2015,6,Mahabubnagar,Balanagar,24.1,34.0
2015,7,Medchal-Malkajgiri,Balanagar,25.2,34.8
2015,7,Mahabubnagar,Balanagar,24.2,33.8
2015,8,Medchal-Malkajgiri,Balanagar,24.1,32.2
2015,8,Mahabubnagar,Balanagar,23.0,31.8
2015,9,Medchal-Malkajgiri,Balanagar,23.9,33.3
2015,9,Mahabubnagar,Balanagar,22.1,31.7
2015,10,Medchal-Malkajgiri,Balanagar,23.6,33.9
2015,10,Mahabubnagar,Balanagar,19.7,32.5
2015,11,Medchal-Malkajgiri,Balanagar,22.0,31.6
2015,11,Mahabubnagar,Balanagar,18.1,30.5
2015,12,Medchal-Malkajgiri,Balanagar,20.4,31.9
2015,12,Mahabubnagar,Balanagar,15.6,31.0
2016,1,Medchal-Malkajgiri,Balanagar,19.4,31.0
2016,1,Mahabubnagar,Balanagar,14.8,29.9
2016,2,Medchal-Malkajgiri,Balanagar,22.5,35.4
2016,2,Mahabubnagar,Balanagar,17.9,34.1
2016,3,Medchal-Malkajgiri,Balanagar,25.0,38.1
2016,3,Mahabubnagar,Balanagar,21.3,37.1
2016,4,Medchal-Malkajgiri,Balanagar,28.2,41.7
2016,4,Mahabubnagar,Balanagar,25.1,41.0
2016,5,Medchal-Malkajgiri,Balanagar,26.3,38.9
2016,5,Mahabubnagar,Balanagar,24.7,39.0
2016,6,Medchal-Malkajgiri,Balanagar,24.6,33.7
2016,6,Mahabubnagar,Balanagar,23.2,32.7
2016,7,Medchal-Malkajgiri,Balanagar,23.5,30.3
2016,7,Mahabubnagar,Balanagar,22.8,30.3
2016,8,Medchal-Malkajgiri,Balanagar,23.8,30.9
2016,8,Mahabubnagar,Balanagar,22.4,31.0
2016,9,Medchal-Malkajgiri,Balanagar,22.6,28.6
2016,9,Mahabubnagar,Balanagar,22.0,28.7
2016,10,Medchal-Malkajgiri,Balanagar,20.2,30.5
2016,10,Mahabubnagar,Balanagar,18.5,30.4
2016,11,Medchal-Malkajgiri,Balanagar,16.1,30.3
2016,11,Mahabubnagar,Balanagar,14.8,30.8
2016,12,Medchal-Malkajgiri,Balanagar,17.3,30.1
2016,12,Mahabubnagar,Balanagar,14.3,29.3
2017,1,Medchal-Malkajgiri,Balanagar,18.8,29.4
2017,1,Mahabubnagar,Balanagar,13.9,29.7
2017,2,Medchal-Malkajgiri,Balanagar,22.4,32.9
2017,2,Mahabubnagar,Balanagar,15.4,33.1
2017,3,Medchal-Malkajgiri,Balanagar,24.7,36.3
2017,3,Mahabubnagar,Balanagar,19.8,36.2
2017,4,Medchal-Malkajgiri,Balanagar,25.9,40.2
2017,4,Mahabubnagar,Balanagar,23.8,39.0
2017,5,Medchal-Malkajgiri,Balanagar,27.8,39.9
2017,5,Mahabubnagar,Balanagar,25.3,38.6
2017,6,Medchal-Malkajgiri,Balanagar,24.9,33.7
2017,6,Mahabubnagar,Balanagar,23.7,33.1
2017,7,Medchal-Malkajgiri,Balanagar,24.5,31.3
2017,7,Mahabubnagar,Balanagar,23.0,31.2
2017,8,Medchal-Malkajgiri,Balanagar,23.8,30.2
2017,8,Mahabubnagar,Balanagar,23.6,32.1
2017,9,Medchal-Malkajgiri,Balanagar,23.6,31.2
2017,9,Mahabubnagar,Balanagar,22.9,32.3
2017,10,Medchal-Malkajgiri,Balanagar,21.9,31.5
2017,10,Mahabubnagar,Balanagar,20.8,33.2
2017,11,Medchal-Malkajgiri,Balanagar,18.8,30.3
2017,11,Mahabubnagar,Balanagar,17.0,33.0
2017,12,Medchal-Malkajgiri,Balanagar,15.7,28.5
2017,12,Mahabubnagar,Balanagar,14.0,32.4
2018,1,Mahabubnagar,Balanagar,14.4,32.4
2018,1,Medchal-Malkajgiri,Balanagar,17.7,30.9
2018,2,Mahabubnagar,Balanagar,15.7,32.8
2018,2,Medchal-Malkajgiri,Balanagar,21.1,34.2
2018,3,Mahabubnagar,Balanagar,19.5,36.0
2018,3,Medchal-Malkajgiri,Balanagar,23.9,36.6
2018,4,Mahabubnagar,Balanagar,22.8,37.1
2018,4,Medchal-Malkajgiri,Balanagar,24.9,37.8
2018,5,Mahabubnagar,Balanagar,25.1,39.0
2018,5,Medchal-Malkajgiri,Balanagar,27.3,39.7
2018,6,Mahabubnagar,Balanagar,23.2,33.7
2018,6,Medchal-Malkajgiri,Balanagar,25.1,34.7
2018,7,Mahabubnagar,Balanagar,22.4,30.7
2018,7,Medchal-Malkajgiri,Balanagar,23.7,30.2
2018,8,Mahabubnagar,Balanagar,22.1,29.4
2018,8,Medchal-Malkajgiri,Balanagar,24.0,31.5
2018,9,Mahabubnagar,Balanagar,21.6,32.2
2018,9,Medchal-Malkajgiri,Balanagar,24.9,33.8
2018,10,Mahabubnagar,Balanagar,19.3,32.5
2018,10,Medchal-Malkajgiri,Balanagar,23.9,34.6
2018,11,Mahabubnagar,Balanagar,16.5,32.0
2018,11,Medchal-Malkajgiri,Balanagar,22.0,33.5
2018,12,Mahabubnagar,Balanagar,15.9,29.1
2018,12,Medchal-Malkajgiri,Balanagar,19.9,30.2
2019,4,Mahabubnagar,Balanagar,23.1,37.6
2019,4,Medchal-Malkajgiri,Balanagar,26.3,39.1
2019,5,Mahabubnagar,Balanagar,27.5,39.4
2019,5,Medchal-Malkajgiri,Balanagar,30.1,40.7
2019,6,Mahabubnagar,Balanagar,25.8,35.9
2019,6,Medchal-Malkajgiri,Balanagar,27.1,37.3
2019,7,Mahabubnagar,Balanagar,23.9,31.4
2019,7,Medchal-Malkajgiri,Balanagar,24.8,32.1
2019,8,Mahabubnagar,Balanagar,22.8,30.9
2019,8,Medchal-Malkajgiri,Balanagar,24.2,30.7
2019,9,Mahabubnagar,Balanagar,22.2,29.8
2019,9,Medchal-Malkajgiri,Balanagar,23.3,29.8
2019,10,Mahabubnagar,Balanagar,21.5,30.8
2019,10,Medchal-Malkajgiri,Balanagar,22.7,30.5
2019,11,Mahabubnagar,Balanagar,17.8,31.9
2019,11,Medchal-Malkajgiri,Balanagar,21.7,30.5
2019,12,Mahabubnagar,Balanagar,16.1,29.7
2019,12,Medchal-Malkajgiri,Balanagar,19.8,28.1
2013,6,Rangareddy,Balapur,22.3,32.1
2013,7,Rangareddy,Balapur,21.4,27.9
2013,8,Rangareddy,Balapur,21.1,28.3
2013,9,Rangareddy,Balapur,21.2,30.8
2013,10,Rangareddy,Balapur,20.7,29.8
2013,11,Rangareddy,Balapur,16.6,29.6
2013,12,Rangareddy,Balapur,12.6,28.6
2014,1,Rangareddy,Balapur,15.5,28.7
2014,2,Rangareddy,Balapur,16.0,30.7
2014,3,Rangareddy,Balapur,19.8,33.6
2014,4,Rangareddy,Balapur,22.9,38.6
2014,5,Rangareddy,Balapur,24.5,38.6
2014,6,Rangareddy,Balapur,24.8,36.9
2014,7,Rangareddy,Balapur,22.4,30.7
2014,8,Rangareddy,Balapur,21.9,31.7
2014,9,Rangareddy,Balapur,21.4,30.5
2014,10,Rangareddy,Balapur,19.8,31.9
2014,11,Rangareddy,Balapur,17.0,31.2
2014,12,Rangareddy,Balapur,14.4,29.5
2015,1,Rangareddy,Balapur,14.1,29.4
2015,2,Rangareddy,Balapur,16.4,32.8
2015,3,Rangareddy,Balapur,20.0,34.9
2015,4,Rangareddy,Balapur,22.3,36.9
2015,5,Rangareddy,Balapur,25.6,39.9
2015,6,Rangareddy,Balapur,23.5,33.7
2015,7,Rangareddy,Balapur,23.4,33.7
2015,8,Rangareddy,Balapur,22.4,31.9
2015,9,Rangareddy,Balapur,22.2,32.3
2015,10,Rangareddy,Balapur,19.9,34.2
2015,11,Rangareddy,Balapur,18.0,32.1
2015,12,Rangareddy,Balapur,16.2,32.8
2016,1,Rangareddy,Balapur,15.4,31.7
2016,2,Rangareddy,Balapur,18.8,35.8
2016,3,Rangareddy,Balapur,21.8,38.4
2016,4,Rangareddy,Balapur,25.2,41.9
2016,5,Rangareddy,Balapur,24.6,39.1
2016,6,Rangareddy,Balapur,23.2,33.3
2016,7,Rangareddy,Balapur,22.4,30.4
2016,8,Rangareddy,Balapur,22.2,30.6
2016,9,Rangareddy,Balapur,21.5,28.6
2016,10,Rangareddy,Balapur,18.4,32.2
2016,11,Rangareddy,Balapur,13.7,32.6
2016,12,Rangareddy,Balapur,13.3,30.8
2017,1,Rangareddy,Balapur,14.1,31.0
2017,2,Rangareddy,Balapur,15.6,34.5
2017,3,Rangareddy,Balapur,20.0,37.5
2017,4,Rangareddy,Balapur,24.0,40.5
2017,5,Rangareddy,Balapur,25.6,39.8
2017,6,Rangareddy,Balapur,23.5,33.1
2017,7,Rangareddy,Balapur,22.7,30.8
2017,8,Rangareddy,Balapur,22.5,29.8
2017,9,Rangareddy,Balapur,22.3,31.6
2017,10,Rangareddy,Balapur,20.8,33.0
2017,11,Rangareddy,Balapur,16.7,32.2
2017,12,Rangareddy,Balapur,13.0,31.0
2018,1,Rangareddy,Balapur,13.6,31.2
2018,2,Rangareddy,Balapur,15.7,32.8
2018,3,Rangareddy,Balapur,20.6,37.0
2018,4,Rangareddy,Balapur,23.5,38.7
2018,5,Rangareddy,Balapur,25.2,40.5
2018,6,Rangareddy,Balapur,23.8,35.1
2018,7,Rangareddy,Balapur,22.8,30.3
2018,8,Rangareddy,Balapur,22.3,29.3
2018,9,Rangareddy,Balapur,22.9,33.4
2018,10,Rangareddy,Balapur,20.4,35.0
2018,11,Rangareddy,Balapur,17.7,34.3
2018,12,Rangareddy,Balapur,18.3,29.8
2019,4,Rangareddy,Balapur,24.4,39.1
2019,5,Rangareddy,Balapur,28.3,41.1
2019,6,Rangareddy,Balapur,26.3,37.5
2019,7,Rangareddy,Balapur,24.2,32.8
2019,8,Rangareddy,Balapur,23.8,31.1
2019,9,Rangareddy,Balapur,23.3,30.8
2019,10,Rangareddy,Balapur,22.2,31.8
2019,11,Rangareddy,Balapur,20.1,32.4
2019,12,Rangareddy,Balapur,18.6,30.3
2013,6,Nizamabad,Balkonda,24.2,33.0
2013,7,Nizamabad,Balkonda,23.7,29.1
2013,8,Nizamabad,Balkonda,23.3,28.9
2013,9,Nizamabad,Balkonda,23.6,32.1
2013,10,Nizamabad,Balkonda,22.2,31.1
2013,11,Nizamabad,Balkonda,16.9,29.8
2013,12,Nizamabad,Balkonda,13.4,29.5
2014,1,Nizamabad,Balkonda,16.4,29.8
2014,2,Nizamabad,Balkonda,17.1,31.8
2014,3,Nizamabad,Balkonda,20.7,33.8
2014,4,Nizamabad,Balkonda,24.5,39.8
2014,5,Nizamabad,Balkonda,26.7,40.6
2014,6,Nizamabad,Balkonda,27.4,38.9
2014,7,Nizamabad,Balkonda,24.9,33.1
2014,8,Nizamabad,Balkonda,23.9,32.6
2014,9,Nizamabad,Balkonda,23.3,31.9
2014,10,Nizamabad,Balkonda,20.9,33.5
2014,11,Nizamabad,Balkonda,17.1,31.9
2014,12,Nizamabad,Balkonda,13.7,29.2
2015,1,Nizamabad,Balkonda,14.5,29.6
2015,2,Nizamabad,Balkonda,17.4,33.8
2015,3,Nizamabad,Balkonda,21.5,35.5
2015,4,Nizamabad,Balkonda,24.3,38.7
2015,5,Nizamabad,Balkonda,27.8,42.5
2015,6,Nizamabad,Balkonda,25.4,35.7
2015,7,Nizamabad,Balkonda,25.3,34.4
2015,8,Nizamabad,Balkonda,24.0,30.9
2015,9,Nizamabad,Balkonda,23.6,33.8
2015,10,Nizamabad,Balkonda,21.5,35.5
2015,11,Nizamabad,Balkonda,18.7,33.0
2015,12,Nizamabad,Balkonda,17.3,32.7
2016,1,Nizamabad,Balkonda,15.9,32.2
2016,2,Nizamabad,Balkonda,21.0,36.4
2016,3,Nizamabad,Balkonda,24.3,39.1
2016,4,Nizamabad,Balkonda,28.3,42.8
2016,5,Nizamabad,Balkonda,28.7,41.9
2016,6,Nizamabad,Balkonda,25.6,36.3
2016,7,Nizamabad,Balkonda,23.9,30.1
2016,8,Nizamabad,Balkonda,23.8,31.6
2016,9,Nizamabad,Balkonda,23.2,30.2
2016,10,Nizamabad,Balkonda,20.6,30.6
2016,11,Nizamabad,Balkonda,15.1,30.1
2016,12,Nizamabad,Balkonda,14.7,29.1
2017,1,Nizamabad,Balkonda,15.5,28.9
2017,2,Nizamabad,Balkonda,18.8,32.8
2017,3,Nizamabad,Balkonda,21.7,35.5
2017,4,Nizamabad,Balkonda,26.6,39.9
2017,5,Nizamabad,Balkonda,28.8,40.3
2017,6,Nizamabad,Balkonda,25.7,34.4
2017,7,Nizamabad,Balkonda,24.5,31.2
2017,8,Nizamabad,Balkonda,24.1,29.9
2017,9,Nizamabad,Balkonda,24.6,31.6
2017,10,Nizamabad,Balkonda,22.9,32.4
2017,11,Nizamabad,Balkonda,19.3,30.9
2017,12,Nizamabad,Balkonda,15.3,29.1
2018,1,Nizamabad,Balkonda,15.0,29.4
2018,2,Nizamabad,Balkonda,18.0,31.7
2018,3,Nizamabad,Balkonda,22.1,35.5
2018,4,Nizamabad,Balkonda,25.9,38.7
2018,5,Nizamabad,Balkonda,28.1,41.3
2018,6,Nizamabad,Balkonda,25.5,35.1
2018,7,Nizamabad,Balkonda,24.2,29.5
2018,8,Nizamabad,Balkonda,23.5,28.8
2018,9,Nizamabad,Balkonda,23.4,31.3
2018,10,Nizamabad,Balkonda,20.5,32.5
2018,11,Nizamabad,Balkonda,17.8,31.5
2018,12,Nizamabad,Balkonda,16.1,27.2
2019,4,Nizamabad,Balkonda,26.2,39.5
2019,5,Nizamabad,Balkonda,29.9,41.9
2019,6,Nizamabad,Balkonda,27.7,38.6
2019,7,Nizamabad,Balkonda,25.1,33.0
2019,8,Nizamabad,Balkonda,24.1,29.8
2019,9,Nizamabad,Balkonda,23.4,29.5
2019,10,Nizamabad,Balkonda,22.3,30.5
2019,11,Nizamabad,Balkonda,19.1,30.0
2019,12,Nizamabad,Balkonda,17.5,27.8
2013,6,Nagarkurnool,Balmoor,23.7,33.5
2013,7,Nagarkurnool,Balmoor,22.8,29.0
2013,8,Nagarkurnool,Balmoor,22.5,29.7
2013,9,Nagarkurnool,Balmoor,22.2,31.1
2013,10,Nagarkurnool,Balmoor,21.5,29.7
2013,11,Nagarkurnool,Balmoor,17.3,28.9
2013,12,Nagarkurnool,Balmoor,12.5,28.0
2014,1,Nagarkurnool,Balmoor,14.6,29.5
2014,2,Nagarkurnool,Balmoor,15.9,31.9
2014,3,Nagarkurnool,Balmoor,18.9,35.0
2014,4,Nagarkurnool,Balmoor,22.7,38.9
2014,5,Nagarkurnool,Balmoor,24.2,38.3
2014,6,Nagarkurnool,Balmoor,25.2,36.0
2014,7,Nagarkurnool,Balmoor,23.5,31.4
2014,8,Nagarkurnool,Balmoor,22.9,32.0
2014,9,Nagarkurnool,Balmoor,22.2,30.7
2014,10,Nagarkurnool,Balmoor,20.0,32.2
2014,11,Nagarkurnool,Balmoor,16.0,29.9
2014,12,Nagarkurnool,Balmoor,13.5,28.9
2015,1,Nagarkurnool,Balmoor,12.2,30.6
2015,2,Nagarkurnool,Balmoor,12.5,33.7
2015,3,Nagarkurnool,Balmoor,18.4,36.6
2015,4,Nagarkurnool,Balmoor,22.5,37.7
2015,5,Nagarkurnool,Balmoor,25.6,39.8
2015,6,Nagarkurnool,Balmoor,24.5,34.5
2015,7,Nagarkurnool,Balmoor,24.5,34.3
2015,8,Nagarkurnool,Balmoor,23.4,33.0
2015,9,Nagarkurnool,Balmoor,22.7,32.7
2015,10,Nagarkurnool,Balmoor,20.8,33.8
2015,11,Nagarkurnool,Balmoor,20.9,32.2
2015,12,Nagarkurnool,Balmoor,18.4,34.4
2016,1,Nagarkurnool,Balmoor,17.3,33.7
2016,2,Nagarkurnool,Balmoor,20.7,37.7
2016,3,Nagarkurnool,Balmoor,23.3,39.6
2016,4,Nagarkurnool,Balmoor,26.7,42.6
2016,5,Nagarkurnool,Balmoor,26.2,38.7
2016,6,Nagarkurnool,Balmoor,24.3,32.4
2016,7,Nagarkurnool,Balmoor,23.5,30.1
2016,8,Nagarkurnool,Balmoor,23.0,31.1
2016,9,Nagarkurnool,Balmoor,22.3,28.2
2016,10,Nagarkurnool,Balmoor,19.0,30.9
2016,11,Nagarkurnool,Balmoor,15.5,31.0
2016,12,Nagarkurnool,Balmoor,15.2,29.2
2017,1,Nagarkurnool,Balmoor,15.3,30.1
